record_id,landslide_id,state,district,location,latitude,longitude,movement_type,history,event_date,road_distance_m,settlement_distance_m,amenity_distance_m,road_density_500m_km_per_km2,settlements_within_1km,amenities_within_1km,near_road_250m,near_settlement_1km,near_amenity_1km
26250,SKM/ES/78A12/2015/106,Sikkim,East Sikkim,Rangpo-Rorathang Road,27.192989,88.603083,Debris Slide,,,22.74415709195582,937.6229682863036,3227.106673635647,24.291503721797945,1,0,1,1,0
26251,SKM/ES/78A12/2015/135,Sikkim,East Sikkim,Rhenak Road,27.193794,88.650528,Debris Slide,,,0.5423871534147462,2206.446579187349,1962.6129950658399,17.412819719824313,0,0,1,0,0
26252,SKM/SS/78A08/2015/206,Sikkim,South Sikkim,Kholaghari village Road,27.194333,88.388889,Debris Slide,,,2.238941782004852,3888.69884990615,286.67788780403197,29.684040397059864,0,1,1,0,1
26253,SKM/ES/78A12/2015/108,Sikkim,East Sikkim,Rorathang-Rongli Road,27.195083,88.631992,Debris Slide,,,0.6380055603438143,2026.8771296619727,1365.9321581551426,26.26283221156891,0,0,1,0,0
26254,SKM/ES/78A12/2015/109,Sikkim,East Sikkim,Rorathang-Rongli Road,27.195511,88.6342,Debris Slide,,,28.637374212717614,2233.4205096647197,1405.0958806620883,16.044778834013083,0,0,1,0,0
26255,SKM/ES/78A12/2015/107,Sikkim,East Sikkim,Rorathang-Rongli Road,27.195703,88.625444,Debris Slide,,,12.203530180248718,1374.6833612051573,1638.9200805285304,22.870386080705384,0,0,1,0,0
26256,SKM/SS/78A08/2015/207,Sikkim,South Sikkim,Kholaghari village Road,27.195722,88.387472,Debris Slide,,,13.995143611307913,3739.6223325973488,414.27452429019814,29.684040397059864,0,1,1,0,1
26257,SKM/NS/78A03/2017/81,Sikkim,West Sikkim,Phuchenbong SH,27.197111,88.208722,Debris Slide,,,6.151311911924757,1908.2393262814953,2256.413169644968,13.62362325144897,0,0,1,0,0
26258,SKM/SS/78A12/2015/146,Sikkim,South Sikkim,NH-31A,27.197417,88.4905,Rock Slide,,,7.978684963394851,1868.2173142683116,1359.4219134700143,42.0055992730753,0,0,1,0,0
26259,SKM/ES/78A12/2015/110,Sikkim,East Sikkim,Rorathang-Rongli Road,27.198856,88.638725,Debris Slide,,,11.277362325864445,1917.0067010283915,1845.399821509509,16.044778834013083,0,0,1,0,0
26260,SKM/ES/78A12/2015/134,Sikkim,East Sikkim,Rhenak Road,27.198928,88.66095,Debris Slide,,,2.029179361744925,1594.3394545480053,3092.8036039954777,17.412819719824313,0,0,1,0,0
