cell_id,scenario,rainfall_change_percent,risk_score,baseline_risk_score,risk_score_change,risk_category,rainfall_trigger_score,susceptibility_probability,exposure_score,baseline_category,category_change,escalates
53_801,BASELINE,0.0,7.190596464576519,7.190596464576519,0.0,LOW,16.95064681906787,0.0006665180522151843,19.05311354657014,LOW,0,0
59_1544,BASELINE,0.0,10.252349966639342,10.252349966639342,0.0,LOW,16.95064681906787,0.012348902334599466,43.24533721188701,LOW,0,0
61_1203,BASELINE,0.0,5.889721672889307,5.889721672889307,0.0,LOW,16.95064681906787,6.220240552665621e-05,6.376739235376712,LOW,0,0
62_218,BASELINE,0.0,52.64710949709553,52.64710949709553,0.0,HIGH,16.95064681906787,0.7532799020424019,59.68088267715756,HIGH,0,0
62_993,BASELINE,0.0,17.910278769114967,17.910278769114967,0.0,LOW,16.95064681906787,0.12600526695526706,57.3136246952761,LOW,0,0
62_1076,BASELINE,0.0,7.980962930929969,7.980962930929969,0.0,LOW,16.95064681906787,0.005881354790432465,24.088618004085134,LOW,0,0
67_1132,BASELINE,0.0,6.263779798198166,6.263779798198166,0.0,LOW,16.95064681906787,2.1798365122615804e-05,10.13954271068752,LOW,0,0
69_27,BASELINE,0.0,35.41058326137993,35.41058326137993,0.0,MODERATE,16.95064681906787,0.4316771766880461,64.19711926489717,MODERATE,0,0
70_593,BASELINE,0.0,8.060191510701522,8.060191510701522,0.0,LOW,16.95064681906787,0.0077376713809956315,23.859929676990923,LOW,0,0
80_1256,BASELINE,0.0,6.5584443268141985,6.5584443268141985,0.0,LOW,16.95064681906787,0.001853869072193323,12.078549107958953,LOW,0,0
83_532,BASELINE,0.0,15.922301948677251,15.922301948677251,0.0,LOW,16.95064681906787,0.09999597500547575,51.73896706328416,LOW,0,0
84_1435,BASELINE,0.0,11.111754504571497,11.111754504571497,0.0,LOW,16.95064681906787,0.027937445887445886,43.26568363714304,LOW,0,0
85_1002,BASELINE,0.0,8.93944437198147,8.93944437198147,0.0,LOW,16.95064681906787,0.020893154786479042,25.416942416774525,LOW,0,0
87_1024,BASELINE,0.0,21.842903673317657,21.842903673317657,0.0,LOW,16.95064681906787,0.19513067946546214,58.620896856695715,LOW,0,0
92_891,BASELINE,0.0,7.152759785190327,7.152759785190327,0.0,LOW,16.95064681906787,0.00014438949584005253,18.96191745871454,LOW,0,0
93_93,BASELINE,0.0,49.87180878225767,49.87180878225767,0.0,MODERATE,16.95064681906787,0.6908721354125282,66.25214717520944,MODERATE,0,0
93_428,BASELINE,0.0,8.55420784813782,8.55420784813782,0.0,LOW,16.95064681906787,0.0016535159625936378,32.146378531474994,LOW,0,0
94_580,BASELINE,0.0,9.88081376599413,9.88081376599413,0.0,LOW,16.95064681906787,0.023897506122760263,33.17824312194645,LOW,0,0
96_631,BASELINE,0.0,8.040243450239469,8.040243450239469,0.0,LOW,16.95064681906787,0.006606030115107789,24.282851768608708,LOW,0,0
97_1012,BASELINE,0.0,15.656027960290773,15.656027960290773,0.0,LOW,16.95064681906787,0.08180393981969322,59.08184653159976,LOW,0,0
101_401,BASELINE,0.0,16.066176844957283,16.066176844957283,0.0,LOW,16.95064681906787,0.1135609575846149,45.71697560755793,LOW,0,0
102_554,BASELINE,0.0,10.434376829238147,10.434376829238147,0.0,LOW,16.95064681906787,0.01243859793809866,45.01627325595051,LOW,0,0
102_1442,BASELINE,0.0,7.078725882361703,7.078725882361703,0.0,LOW,16.95064681906787,0.0015932269365511874,17.424717838037182,LOW,0,0
104_1297,BASELINE,0.0,10.129956207306968,10.129956207306968,0.0,LOW,16.95064681906787,0.01255351596259364,41.90886212316647,LOW,0,0
105_74,BASELINE,0.0,22.00236975140593,22.00236975140593,0.0,LOW,16.95064681906787,0.20383347338935567,55.42902097943696,LOW,0,0
107_1391,BASELINE,0.0,6.334109818200445,6.334109818200445,0.0,LOW,16.95064681906787,2.1798365122615804e-05,10.842842910710315,LOW,0,0
110_97,BASELINE,0.0,27.95257843283575,27.95257843283575,0.0,MODERATE,16.95064681906787,0.272133116883117,77.36630387216645,MODERATE,0,0
110_951,BASELINE,0.0,6.394206710296848,6.394206710296848,0.0,LOW,16.95064681906787,2.1798365122615804e-05,11.44381183167434,LOW,0,0
111_1425,BASELINE,0.0,6.561775658110536,6.561775658110536,0.0,LOW,16.95064681906787,6.220240552665621e-05,13.097279087588992,LOW,0,0
112_1345,BASELINE,0.0,6.545197806124402,6.545197806124402,0.0,LOW,16.95064681906787,0.004664980183304434,10.399972789949882,LOW,0,0
114_1106,BASELINE,0.0,8.003311871246865,8.003311871246865,0.0,LOW,16.95064681906787,0.011193259552337229,21.39055978820647,LOW,0,0
118_1383,BASELINE,0.0,6.1704404057764,6.1704404057764,0.0,LOW,16.95064681906787,2.1798365122615804e-05,9.206148786469862,LOW,0,0
122_433,BASELINE,0.0,30.987939167563347,30.987939167563347,0.0,MODERATE,16.95064681906787,0.359889707756012,59.45378623935016,MODERATE,0,0
125_958,BASELINE,0.0,6.43083800086116,6.43083800086116,0.0,LOW,16.95064681906787,0.002221798365122616,10.600124737317461,LOW,0,0
126_1544,BASELINE,0.0,9.50262689597269,9.50262689597269,0.0,LOW,16.95064681906787,0.019135301528625782,32.015586948506005,LOW,0,0
130_1126,BASELINE,0.0,8.046053022653279,8.046053022653279,0.0,LOW,16.95064681906787,0.014258703127027378,20.13197733619104,LOW,0,0
132_516,BASELINE,0.0,13.56264660308759,13.56264660308759,0.0,LOW,16.95064681906787,0.07538644482976907,41.6776552040262,LOW,0,0
134_1295,BASELINE,0.0,8.090855027940423,8.090855027940423,0.0,LOW,16.95064681906787,0.000576592885670561,28.10515802180872,LOW,0,0
138_675,BASELINE,0.0,12.454594364242848,12.454594364242848,0.0,LOW,16.95064681906787,0.06296703646036071,37.42780741875339,LOW,0,0
140_27,BASELINE,0.0,10.280658455517091,10.280658455517091,0.0,LOW,16.95064681906787,0.02994229372489464,33.85205683600217,LOW,0,0
141_1564,BASELINE,0.0,7.37222090581165,7.37222090581165,0.0,LOW,16.95064681906787,7.659288567056101e-05,21.193816800520995,LOW,0,0
142_942,BASELINE,0.0,6.698887479088065,6.698887479088065,0.0,LOW,16.95064681906787,0.004199118784815916,12.193093288755206,LOW,0,0
149_687,BASELINE,0.0,16.34778487616891,16.34778487616891,0.0,LOW,16.95064681906787,0.11743242107574534,46.403750999552464,LOW,0,0
150_686,BASELINE,0.0,19.016406903106585,19.016406903106585,0.0,LOW,16.95064681906787,0.1580890755323997,50.728811317769306,LOW,0,0
150_1110,BASELINE,0.0,8.857278885728668,8.857278885728668,0.0,LOW,16.95064681906787,0.011683217334667893,29.660753152742654,LOW,0,0
154_105,BASELINE,0.0,21.57147384974234,21.57147384974234,0.0,LOW,16.95064681906787,0.1493187978687979,81.10313349910784,LOW,0,0
156_103,BASELINE,0.0,31.117061878565295,31.117061878565295,0.0,MODERATE,16.95064681906787,0.33376986882848986,75.11092475950682,MODERATE,0,0
156_878,BASELINE,0.0,9.74725003903345,9.74725003903345,0.0,LOW,16.95064681906787,0.0158654207244984,36.26025282138368,LOW,0,0
158_1490,BASELINE,0.0,7.566287695392604,7.566287695392604,0.0,LOW,16.95064681906787,0.0028645833579076085,21.601089936600157,LOW,0,0
159_757,BASELINE,0.0,6.557668287197224,6.557668287197224,0.0,LOW,16.95064681906787,0.0028991187848159163,11.49590136984678,LOW,0,0
160_1535,BASELINE,0.0,7.160263049097097,7.160263049097097,0.0,LOW,16.95064681906787,6.220240552665621e-05,19.082152997454603,LOW,0,0
162_836,BASELINE,0.0,6.6933199116310895,6.6933199116310895,0.0,LOW,16.95064681906787,0.003471798365122616,12.53744384501676,LOW,0,0
163_823,BASELINE,0.0,6.311160726227996,6.311160726227996,0.0,LOW,16.95064681906787,2.1798365122615804e-05,10.61335199098583,LOW,0,0
165_1205,BASELINE,0.0,6.216910803029707,6.216910803029707,0.0,LOW,16.95064681906787,0.0028955357388599895,8.090297203447383,LOW,0,0
167_997,BASELINE,0.0,6.18543506288054,6.18543506288054,0.0,LOW,16.95064681906787,6.220240552665621e-05,9.333873135289041,LOW,0,0
169_250,BASELINE,0.0,16.07571030683528,16.07571030683528,0.0,LOW,16.95064681906787,0.09116066319301615,58.132472141717216,LOW,0,0
171_726,BASELINE,0.0,7.556056343617584,7.556056343617584,0.0,LOW,16.95064681906787,0.0028099262190038944,21.528837845246997,LOW,0,0
173_1302,BASELINE,0.0,6.543149196830242,6.543149196830242,0.0,LOW,16.95064681906787,2.1798365122615804e-05,12.933236697008288,LOW,0,0
175_1422,BASELINE,0.0,6.201540408138481,6.201540408138481,0.0,LOW,16.95064681906787,2.1798365122615804e-05,9.517148810090678,LOW,0,0
176_65,BASELINE,0.0,19.462005999005008,19.462005999005008,0.0,LOW,16.95064681906787,0.15607438672438673,56.29288112116069,LOW,0,0
177_441,BASELINE,0.0,9.587362522540904,9.587362522540904,0.0,LOW,16.95064681906787,0.0070864431803034636,39.48981530576543,LOW,0,0
179_140,BASELINE,0.0,17.299010121052433,17.299010121052433,0.0,LOW,16.95064681906787,0.12491923463010422,51.798255993490294,LOW,0,0
179_393,BASELINE,0.0,11.57525246287218,11.57525246287218,0.0,LOW,16.95064681906787,0.03125253264639294,46.077365502728995,LOW,0,0
181_409,BASELINE,0.0,14.636610022922707,14.636610022922707,0.0,LOW,16.95064681906787,0.06724578826411252,56.894650513488486,LOW,0,0
182_1213,BASELINE,0.0,7.013213047416758,7.013213047416758,0.0,LOW,16.95064681906787,0.01701544915877341,8.287367266365512,LOW,0,0
183_57,BASELINE,0.0,13.074395222698568,13.074395222698568,0.0,LOW,16.95064681906787,0.0520562092440987,49.62677097225469,LOW,0,0
183_521,BASELINE,0.0,49.17888646737169,49.17888646737169,0.0,MODERATE,16.95064681906787,0.6647050316350317,73.71483110397273,MODERATE,0,0
185_39,BASELINE,0.0,53.461900134947875,53.461900134947875,0.0,HIGH,16.95064681906787,0.7379189114806765,76.27733386462998,HIGH,0,0
186_549,BASELINE,0.0,56.93658342118146,56.93658342118146,0.0,HIGH,16.95064681906787,0.8318299940064042,59.373071337815674,HIGH,0,0
186_772,BASELINE,0.0,6.678933872471456,6.678933872471456,0.0,LOW,16.95064681906787,0.0005217983651226158,14.016083453420425,LOW,0,0
188_63,BASELINE,0.0,51.885171443907446,51.885171443907446,0.0,HIGH,16.95064681906787,0.7166015648184371,72.2345876184574,HIGH,0,0
189_1397,BASELINE,0.0,6.146631669205735,6.146631669205735,0.0,LOW,16.95064681906787,0.0012217983651226158,8.308061420763211,LOW,0,0
190_534,BASELINE,0.0,50.75529507399381,50.75529507399381,0.0,HIGH,16.95064681906787,0.719805439055364,59.17369308901117,HIGH,0,0
190_544,BASELINE,0.0,61.138071455881246,61.138071455881246,0.0,HIGH,16.95064681906787,0.9086839068025796,59.1182996469169,HIGH,0,0
191_528,BASELINE,0.0,58.2354942556887,58.2354942556887,0.0,HIGH,16.95064681906787,0.8439483245313933,65.69709789414394,HIGH,0,0
191_1609,BASELINE,0.0,10.596846010351365,10.596846010351365,0.0,LOW,16.95064681906787,0.017152864044168395,44.04811870874434,LOW,0,0
193_412,BASELINE,0.0,62.568793752149844,62.568793752149844,0.0,HIGH,16.95064681906787,0.9118066859066865,71.7079941023442,HIGH,0,0
194_1163,BASELINE,0.0,6.281171645927909,6.281171645927909,0.0,LOW,16.95064681906787,0.0006884650317892824,9.946794521318283,LOW,0,0
196_414,BASELINE,0.0,64.54261017835438,64.54261017835438,0.0,HIGH,16.95064681906787,0.9583068586443587,65.87106335866983,HIGH,0,0
197_397,BASELINE,0.0,63.402540373385534,63.402540373385534,0.0,HIGH,16.95064681906787,0.9303940767409482,69.82239535585722,HIGH,0,0
197_413,BASELINE,0.0,63.12642665883388,63.12642665883388,0.0,HIGH,16.95064681906787,0.9292019255370325,67.71694137249429,HIGH,0,0
198_373,BASELINE,0.0,15.51475975243489,15.51475975243489,0.0,LOW,16.95064681906787,0.10334901780651744,45.81937156028759,LOW,0,0
198_399,BASELINE,0.0,67.00255173565354,67.00255173565354,0.0,HIGH,16.95064681906787,0.9959666666666667,69.75758451939203,HIGH,0,0
199_37,BASELINE,0.0,13.778576617644479,13.778576617644479,0.0,LOW,16.95064681906787,0.05813587583354788,53.32476829751675,LOW,0,0
199_399,BASELINE,0.0,63.59732309429221,63.59732309429221,0.0,HIGH,16.95064681906787,0.9347888774739838,69.3530821617543,HIGH,0,0
199_400,BASELINE,0.0,66.9318402698124,66.9318402698124,0.0,HIGH,16.95064681906787,0.9955194444444445,69.29644208320282,HIGH,0,0
199_415,BASELINE,0.0,61.04956686024339,61.04956686024339,0.0,HIGH,16.95064681906787,0.8926431938431935,67.05564581820072,HIGH,0,0
199_995,BASELINE,0.0,5.968739263331388,5.968739263331388,0.0,LOW,16.95064681906787,2.1798365122615804e-05,7.18913736201975,LOW,0,0
200_397,BASELINE,0.0,62.56106814699899,62.56106814699899,0.0,HIGH,16.95064681906787,0.9216723889749325,66.20460136330041,HIGH,0,0
200_550,BASELINE,0.0,60.48620053946034,60.48620053946034,0.0,HIGH,16.95064681906787,0.8970103923888394,59.02002341026504,HIGH,0,0
201_401,BASELINE,0.0,64.69448040906079,64.69448040906079,0.0,HIGH,16.95064681906787,0.9608365176567081,65.99845320894174,HIGH,0,0
202_1166,BASELINE,0.0,6.242637932664531,6.242637932664531,0.0,LOW,16.95064681906787,0.0006884650317892824,9.561457388684504,LOW,0,0
202_1269,BASELINE,0.0,6.355271331526222,6.355271331526222,0.0,LOW,16.95064681906787,0.0018122024055266563,10.069735821745866,LOW,0,0
203_393,BASELINE,0.0,64.83321186957666,64.83321186957666,0.0,HIGH,16.95064681906787,0.9721830135627629,61.145195065770196,HIGH,0,0
204_389,BASELINE,0.0,65.17020358936848,65.17020358936848,0.0,HIGH,16.95064681906787,0.9751711698509193,62.871626305202625,HIGH,0,0
204_786,BASELINE,0.0,9.288401740379776,9.288401740379776,0.0,LOW,16.95064681906787,0.00771638710971136,36.15373832297981,LOW,0,0
206_941,BASELINE,0.0,6.249319699766023,6.249319699766023,0.0,LOW,16.95064681906787,0.0012217983651226158,9.334941726366097,LOW,0,0
206_1313,BASELINE,0.0,6.09785879823744,6.09785879823744,0.0,LOW,16.95064681906787,0.0006884650317892824,8.113666044413598,LOW,0,0
207_398,BASELINE,0.0,62.78049536108029,62.78049536108029,0.0,HIGH,16.95064681906787,0.9300326902636821,63.8007077953011,HIGH,0,0
207_551,BASELINE,0.0,63.1880749722798,63.1880749722798,0.0,HIGH,16.95064681906787,0.9497190121862925,57.049026849860454,HIGH,0,0
208_541,BASELINE,0.0,64.45776065926329,64.45776065926329,0.0,HIGH,16.95064681906787,0.9723897574682051,57.27697381464336,HIGH,0,0
208_542,BASELINE,0.0,64.75289121180175,64.75289121180175,0.0,HIGH,16.95064681906787,0.9752540431824903,58.65292219717105,HIGH,0,0
208_550,BASELINE,0.0,64.12876994585024,64.12876994585024,0.0,HIGH,16.95064681906787,0.9671664480202271,56.8598868769009,HIGH,0,0
209_1184,BASELINE,0.0,6.024420653657203,6.024420653657203,0.0,LOW,16.95064681906787,2.1798365122615804e-05,7.745951265277894,LOW,0,0
209_1258,BASELINE,0.0,6.142729095371245,6.142729095371245,0.0,LOW,16.95064681906787,2.1798365122615804e-05,8.929035682418315,LOW,0,0
209_1337,BASELINE,0.0,5.9466243744425995,5.9466243744425995,0.0,LOW,16.95064681906787,6.220240552665621e-05,6.945766250909635,LOW,0,0
212_536,BASELINE,0.0,59.218528849456675,59.218528849456675,0.0,HIGH,16.95064681906787,0.8797771307981845,55.82160038508862,HIGH,0,0
212_538,BASELINE,0.0,65.1282279225652,65.1282279225652,0.0,HIGH,16.95064681906787,0.9818262654047125,58.7915670825835,HIGH,0,0
213_922,BASELINE,0.0,6.3163338601948125,6.3163338601948125,0.0,LOW,16.95064681906787,0.0012217983651226158,10.005083330653994,LOW,0,0
214_536,BASELINE,0.0,57.546475731322374,57.546475731322374,0.0,HIGH,16.95064681906787,0.8519708522067992,54.39452242900741,HIGH,0,0
214_923,BASELINE,0.0,6.234306895391543,6.234306895391543,0.0,LOW,16.95064681906787,6.220240552665621e-05,9.822591460399071,LOW,0,0
216_668,BASELINE,0.0,7.782727245501755,7.782727245501755,0.0,LOW,16.95064681906787,0.015555131698455954,16.78568385039008,LOW,0,0
218_793,BASELINE,0.0,8.332499735902875,8.332499735902875,0.0,LOW,16.95064681906787,0.0008201826292603046,30.387630742458892,LOW,0,0
221_1601,BASELINE,0.0,6.944683646337974,6.944683646337974,0.0,LOW,16.95064681906787,7.659288567056101e-05,16.91844420578423,LOW,0,0
222_1036,BASELINE,0.0,6.4959905495000285,6.4959905495000285,0.0,LOW,16.95064681906787,0.003562202405526656,10.514428001483928,LOW,0,0
223_498,BASELINE,0.0,63.81519997177286,63.81519997177286,0.0,HIGH,16.95064681906787,0.9461307780371888,65.29380562679813,HIGH,0,0
223_591,BASELINE,0.0,8.070799214230705,8.070799214230705,0.0,LOW,16.95064681906787,0.011548021457099131,21.870314170425825,LOW,0,0
224_1401,BASELINE,0.0,6.254394792129789,6.254394792129789,0.0,LOW,16.95064681906787,6.220240552665621e-05,10.023470427781529,LOW,0,0
225_41,BASELINE,0.0,19.08695091030466,19.08695091030466,0.0,LOW,16.95064681906787,0.15550206688736098,52.85710614452136,LOW,0,0
225_934,BASELINE,0.0,6.146717811004834,6.146717811004834,0.0,LOW,16.95064681906787,0.001021798365122616,8.418922838754202,LOW,0,0
226_699,BASELINE,0.0,7.055364271993976,7.055364271993976,0.0,LOW,16.95064681906787,7.659288567056101e-05,18.025250462344253,LOW,0,0
227_1644,BASELINE,0.0,8.752431784485399,8.752431784485399,0.0,LOW,16.95064681906787,0.011013140356464609,28.980824478321747,LOW,0,0
228_721,BASELINE,0.0,7.129413354513913,7.129413354513913,0.0,LOW,16.95064681906787,0.0011443894958400526,18.178453151950396,LOW,0,0
231_1310,BASELINE,0.0,5.927417468977435,5.927417468977435,0.0,LOW,16.95064681906787,6.220240552665621e-05,6.7536971962579875,LOW,0,0
234_382,BASELINE,0.0,63.193728373006365,63.193728373006365,0.0,HIGH,16.95064681906787,0.9387124098124099,63.1591921627614,HIGH,0,0
236_1344,BASELINE,0.0,5.969411598527756,5.969411598527756,0.0,LOW,16.95064681906787,0.0008789412222654729,6.724432142554859,LOW,0,0
237_46,BASELINE,0.0,11.6627314443314,11.6627314443314,0.0,LOW,16.95064681906787,0.04199396071887981,41.04436987745339,LOW,0,0
240_1004,BASELINE,0.0,6.056258837860132,6.056258837860132,0.0,LOW,16.95064681906787,0.0019733135166377673,6.990999773973855,LOW,0,0
243_522,BASELINE,0.0,63.05833993416383,63.05833993416383,0.0,HIGH,16.95064681906787,0.9327012195980912,65.11146239221155,HIGH,0,0
244_467,BASELINE,0.0,7.116195309027602,7.116195309027602,0.0,LOW,16.95064681906787,0.0008217983651226158,18.223697818981883,LOW,0,0
244_1007,BASELINE,0.0,6.126614042473763,6.126614042473763,0.0,LOW,16.95064681906787,0.0030983135166377674,7.075801820110163,LOW,0,0
244_1230,BASELINE,0.0,5.857680430712927,5.857680430712927,0.0,LOW,16.95064681906787,2.1798365122615804e-05,6.078549035835132,LOW,0,0
245_766,BASELINE,0.0,17.190311067072532,17.190311067072532,0.0,LOW,16.95064681906787,0.12135202020202025,52.673233389137486,LOW,0,0
246_43,BASELINE,0.0,14.04706939321403,14.04706939321403,0.0,LOW,16.95064681906787,0.07344607777843074,47.58908498352671,LOW,0,0
246_358,BASELINE,0.0,65.16158838273465,65.16158838273465,0.0,HIGH,16.95064681906787,0.9733938285091674,63.76301197682768,HIGH,0,0
246_1003,BASELINE,0.0,6.102129265893672,6.102129265893672,0.0,LOW,16.95064681906787,0.0031733135166377665,6.789704054309246,LOW,0,0
247_358,BASELINE,0.0,66.2415799519577,66.2415799519577,0.0,HIGH,16.95064681906787,0.996582622139765,61.80909117222948,HIGH,0,0
247_361,BASELINE,0.0,64.26273157384513,64.26273157384513,0.0,HIGH,16.95064681906787,0.9612636739737805,61.44602888239532,HIGH,0,0
247_523,BASELINE,0.0,66.44196260944928,66.44196260944928,0.0,HIGH,16.95064681906787,0.9877476190476191,68.67216944782558,HIGH,0,0
248_366,BASELINE,0.0,65.43029840770075,65.43029840770075,0.0,HIGH,16.95064681906787,0.9815365079365079,61.97163854145138,HIGH,0,0
248_398,BASELINE,0.0,65.63901405001678,65.63901405001678,0.0,HIGH,16.95064681906787,0.9888934704184702,60.0124655995326,HIGH,0,0
248_404,BASELINE,0.0,60.423809935871944,60.423809935871944,0.0,HIGH,16.95064681906787,0.8960825546029552,58.90642815661734,HIGH,0,0
249_358,BASELINE,0.0,65.28553796159903,65.28553796159903,0.0,HIGH,16.95064681906787,0.9840799603174603,59.12513527091047,HIGH,0,0
250_362,BASELINE,0.0,64.01252368736394,64.01252368736394,0.0,HIGH,16.95064681906787,0.9595857426303852,59.86681225645081,HIGH,0,0
250_404,BASELINE,0.0,63.32884338474485,63.32884338474485,0.0,HIGH,16.95064681906787,0.9541158966033966,56.038424545103794,HIGH,0,0
250_522,BASELINE,0.0,66.60586904606238,66.60586904606238,0.0,HIGH,16.95064681906787,0.993112925170068,67.3603154466097,HIGH,0,0
250_1510,BASELINE,0.0,8.066069071764796,8.066069071764796,0.0,LOW,16.95064681906787,2.1798365122615804e-05,28.16243544635382,LOW,0,0
251_407,BASELINE,0.0,63.785816460216544,63.785816460216544,0.0,HIGH,16.95064681906787,0.9608540239953282,56.9021852342582,HIGH,0,0
251_505,BASELINE,0.0,62.88044782495913,62.88044782495913,0.0,HIGH,16.95064681906787,0.9215285226705202,69.47752461032842,HIGH,0,0
251_510,BASELINE,0.0,62.979081988069154,62.979081988069154,0.0,HIGH,16.95064681906787,0.9169410245364703,72.98699021515614,HIGH,0,0
252_358,BASELINE,0.0,65.5883422552146,65.5883422552146,0.0,HIGH,16.95064681906787,0.9877928571428571,60.11108495309777,HIGH,0,0
252_509,BASELINE,0.0,64.6435433884051,64.6435433884051,0.0,HIGH,16.95064681906787,0.9532034547152192,69.68726762020388,HIGH,0,0
252_875,BASELINE,0.0,6.716169768061577,6.716169768061577,0.0,LOW,16.95064681906787,0.0017432595523372276,13.716638756353595,LOW,0,0
254_507,BASELINE,0.0,65.15872310181072,65.15872310181072,0.0,HIGH,16.95064681906787,0.9669332571571061,67.28767341122204,HIGH,0,0
256_365,BASELINE,0.0,66.23455148282177,66.23455148282177,0.0,HIGH,16.95064681906787,0.9961,62.0042486577411,HIGH,0,0
256_1265,BASELINE,0.0,5.845155272631581,5.845155272631581,0.0,LOW,16.95064681906787,2.1798365122615804e-05,5.953297455021684,LOW,0,0
258_206,BASELINE,0.0,15.908960393915262,15.908960393915262,0.0,LOW,16.95064681906787,0.09441808191808193,54.67339271373084,LOW,0,0
258_678,BASELINE,0.0,6.58448240128562,6.58448240128562,0.0,LOW,16.95064681906787,0.0007288690721933229,12.957679852673182,LOW,0,0
