cell_id,susceptibility_probability,neighbor_count,neighbor_mean_risk,neighbor_max_risk,neighbor_risk_std,neighbor_high_risk_fraction,spatial_pressure_score,spatial_category
338_466,0.9398256235827664,6,0.9380949540491642,0.992595238095238,0.06516330739780318,1.0,97.30165530482371,EXTREME
338_513,0.8762137821988886,0,0.0,0.0,0.0,0.0,0.0,LOW
338_924,0.0027995761429003,0,0.0,0.0,0.0,0.0,0.0,LOW
338_1072,0.0039134650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
338_1406,0.2779641774891775,0,0.0,0.0,0.0,0.0,0.0,LOW
338_1654,0.0142437430870673,0,0.0,0.0,0.0,0.0,0.0,LOW
339_465,0.965255425262568,6,0.9338566537691974,0.992595238095238,0.06385735359380994,1.0,97.13212329362504,EXTREME
339_466,0.9797985673057102,6,0.931432796762007,0.992595238095238,0.062014161245917056,1.0,97.03516901333742,EXTREME
339_467,0.992595238095238,6,0.9293000182970856,0.9797985673057102,0.05966555462196868,1.0,96.56595775105474,EXTREME
339_490,0.976298446113785,2,0.9893778318903318,0.992222619047619,0.00402313657990036,1.0,99.34179184704183,EXTREME
339_491,0.9865330447330446,2,0.984260532580702,0.992222619047619,0.011260090666301278,1.0,99.13709987465666,EXTREME
340_465,0.9350853397924822,6,0.938885001347545,0.992595238095238,0.0651482548434897,1.0,97.33325719675895,EXTREME
341_486,0.992222619047619,2,0.9814157454234148,0.9865330447330446,0.00723695408640092,1.0,98.85262115892793,EXTREME
342_465,0.8126013139200411,6,0.9592990056596186,0.992595238095238,0.0236133599095375,1.0,98.14981736924189,EXTREME
342_468,0.9432338399189464,6,0.9375269179931344,0.992595238095238,0.06512439517475636,1.0,97.27893386258252,EXTREME
343_359,0.9144244439290868,0,0.0,0.0,0.0,0.0,0.0,LOW
345_474,0.96556304727019,0,0.0,0.0,0.0,0.0,0.0,LOW
346_836,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
348_1302,0.0005622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
350_510,0.9357853517276016,2,0.962120474266172,0.97057153246723,0.011951601124340615,1.0,97.60196494466379,EXTREME
350_606,0.99317934662237,0,0.0,0.0,0.0,0.0,0.0,LOW
351_413,0.9899768398268396,0,0.0,0.0,0.0,0.0,0.0,LOW
351_482,0.9374376847902284,0,0.0,0.0,0.0,0.0,0.0,LOW
351_510,0.97057153246723,2,0.9447273838963578,0.953669416065114,0.012645943168231547,1.0,96.39917783780774,EXTREME
353_512,0.953669416065114,2,0.9531784420974159,0.97057153246723,0.024597544292572163,1.0,97.24428365791354,EXTREME
355_106,0.0378020512040711,0,0.0,0.0,0.0,0.0,0.0,LOW
355_852,0.0010217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
356_608,0.4653155844155846,0,0.0,0.0,0.0,0.0,0.0,LOW
358_530,0.9262548853486128,0,0.0,0.0,0.0,0.0,0.0,LOW
358_1363,0.0042442847299818,0,0.0,0.0,0.0,0.0,0.0,LOW
360_264,0.5113533686619894,0,0.0,0.0,0.0,0.0,0.0,LOW
360_519,0.8926428142779207,0,0.0,0.0,0.0,0.0,0.0,LOW
360_1070,0.0222803120736363,0,0.0,0.0,0.0,0.0,0.0,LOW
363_189,0.1574280021485515,0,0.0,0.0,0.0,0.0,0.0,LOW
363_966,0.0022217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
364_545,0.7484782188399836,0,0.0,0.0,0.0,0.0,0.0,LOW
367_468,0.0672695072786764,0,0.0,0.0,0.0,0.0,0.0,LOW
368_367,0.9950622222222224,1,0.9786853535353536,0.9786853535353536,0.0,1.0,98.50797474747475,EXTREME
368_829,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
369_539,0.9612759655377304,0,0.0,0.0,0.0,0.0,0.0,LOW
370_476,0.157538771470018,0,0.0,0.0,0.0,0.0,0.0,LOW
372_119,0.0346443715321448,0,0.0,0.0,0.0,0.0,0.0,LOW
372_368,0.9786853535353536,1,0.9950622222222224,0.9950622222222224,0.0,1.0,99.65435555555557,EXTREME
373_448,0.8864971058971061,0,0.0,0.0,0.0,0.0,0.0,LOW
373_717,0.0026884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
376_613,0.9450858044733044,1,0.983265003052503,0.983265003052503,0.0,1.0,98.82855021367521,EXTREME
376_614,0.983265003052503,1,0.9450858044733044,0.9450858044733044,0.0,1.0,96.15600631313131,EXTREME
377_494,0.8505763748183722,0,0.0,0.0,0.0,0.0,0.0,LOW
377_504,0.9399769094544528,0,0.0,0.0,0.0,0.0,0.0,LOW
379_464,0.9913277777777778,1,0.9963905982905984,0.9963905982905984,0.0,1.0,99.74734188034189,EXTREME
381_395,0.938739660024766,0,0.0,0.0,0.0,0.0,0.0,LOW
381_468,0.9963905982905984,3,0.9776451349018723,0.9940729933580996,0.026112559621758152,1.0,98.92799519681788,EXTREME
382_638,0.0064723565423037,0,0.0,0.0,0.0,0.0,0.0,LOW
383_922,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
384_469,0.94753463356974,3,0.9950587347537702,0.9963905982905984,0.001196943423155546,1.0,99.69406733886876,EXTREME
384_549,0.0745249453188971,0,0.0,0.0,0.0,0.0,0.0,LOW
384_1393,0.0150666666666666,0,0.0,0.0,0.0,0.0,0.0,LOW
386_469,0.9940729933580996,3,0.9795459481576504,0.9963905982905984,0.027735304310904933,1.0,99.07355587502397,EXTREME
386_471,0.9947126126126126,2,0.9708038134639199,0.9940729933580996,0.032907589791648435,1.0,98.65434233929979,EXTREME
386_685,0.0032884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
388_927,0.0012134650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
391_315,0.1404023809523809,0,0.0,0.0,0.0,0.0,0.0,LOW
391_522,0.9644786172161176,0,0.0,0.0,0.0,0.0,0.0,LOW
393_437,0.9842256235827664,0,0.0,0.0,0.0,0.0,0.0,LOW
394_671,0.0358970766815774,0,0.0,0.0,0.0,0.0,0.0,LOW
394_1262,0.0070765602698845,0,0.0,0.0,0.0,0.0,0.0,LOW
394_1503,0.0280388888888888,0,0.0,0.0,0.0,0.0,0.0,LOW
395_1491,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
396_198,0.0216931985022761,0,0.0,0.0,0.0,0.0,0.0,LOW
396_1282,0.0030551316984559,0,0.0,0.0,0.0,0.0,0.0,LOW
396_1560,0.0332272096205338,0,0.0,0.0,0.0,0.0,0.0,LOW
397_969,0.0018134650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
398_366,0.9696499815430047,0,0.0,0.0,0.0,0.0,0.0,LOW
398_393,0.5222474451904688,0,0.0,0.0,0.0,0.0,0.0,LOW
398_514,0.9746569902319904,0,0.0,0.0,0.0,0.0,0.0,LOW
398_612,0.1291596808420338,0,0.0,0.0,0.0,0.0,0.0,LOW
398_636,0.1797190570299267,0,0.0,0.0,0.0,0.0,0.0,LOW
398_724,0.0027884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
399_176,0.1978131440454968,0,0.0,0.0,0.0,0.0,0.0,LOW
399_549,0.9145399267399272,0,0.0,0.0,0.0,0.0,0.0,LOW
400_148,0.6996757908757913,0,0.0,0.0,0.0,0.0,0.0,LOW
404_506,0.8026797389406084,0,0.0,0.0,0.0,0.0,0.0,LOW
405_401,0.8950329541259777,0,0.0,0.0,0.0,0.0,0.0,LOW
406_394,0.6975130686916433,0,0.0,0.0,0.0,0.0,0.0,LOW
406_456,0.9268661811887878,0,0.0,0.0,0.0,0.0,0.0,LOW
406_513,0.9804149350649356,1,0.9644715284715286,0.9644715284715286,0.0,1.0,97.51300699300701,EXTREME
407_527,0.989468253968254,0,0.0,0.0,0.0,0.0,0.0,LOW
407_1330,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
408_650,0.7694379055230122,0,0.0,0.0,0.0,0.0,0.0,LOW
409_488,0.9823366337796572,1,0.9351501438806678,0.9351501438806678,0.0,1.0,95.46051007164675,EXTREME
409_509,0.9644715284715286,1,0.9804149350649356,0.9804149350649356,0.0,1.0,98.62904545454549,EXTREME
409_663,0.9178297313797312,2,0.8448906371983068,0.9098061660561664,0.09180442131940703,1.0,91.08981046961726,EXTREME
410_480,0.91864205500382,1,0.90737091503268,0.90737091503268,0.0,1.0,93.5159640522876,EXTREME
410_491,0.9351501438806678,1,0.9823366337796572,0.9823366337796572,0.0,1.0,98.76356436457601,EXTREME
410_662,0.9098061660561664,2,0.8489024198600892,0.9178297313797312,0.09747793876899297,1.0,91.4909887357955,EXTREME
410_712,0.0025217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
411_386,0.939573860817588,1,0.9596771250842676,0.9596771250842676,0.0,1.0,97.17739875589874,EXTREME
412_399,0.941414677757958,0,0.0,0.0,0.0,0.0,0.0,LOW
412_530,0.6059922448352686,0,0.0,0.0,0.0,0.0,0.0,LOW
412_660,0.7799751083404473,3,0.9062774318274318,0.9178297313797312,0.013662817610357468,1.0,93.78598921448922,EXTREME
413_231,0.034496483583286,0,0.0,0.0,0.0,0.0,0.0,LOW
413_476,0.90737091503268,1,0.91864205500382,0.91864205500382,0.0,1.0,94.30494385026739,EXTREME
413_656,0.8911963980463978,1,0.7799751083404473,0.7799751083404473,0.0,1.0,84.59825758383131,EXTREME
413_847,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
414_365,0.9627665109567438,0,0.0,0.0,0.0,0.0,0.0,LOW
414_425,0.9853988095238096,0,0.0,0.0,0.0,0.0,0.0,LOW
415_392,0.9864543425644487,1,0.9764887605042016,0.9764887605042016,0.0,1.0,98.35421323529411,EXTREME
416_384,0.9596771250842676,1,0.939573860817588,0.939573860817588,0.0,1.0,95.77017025723116,EXTREME
418_645,0.8449511599511602,0,0.0,0.0,0.0,0.0,0.0,LOW
419_394,0.9764887605042016,1,0.9864543425644487,0.9864543425644487,0.0,1.0,99.05180397951142,EXTREME
419_1157,0.0037400523333765,0,0.0,0.0,0.0,0.0,0.0,LOW
420_476,0.0622253212587467,0,0.0,0.0,0.0,0.0,0.0,LOW
422_365,0.9797979974160208,1,0.8973909003464239,0.8973909003464239,0.0,1.0,92.81736302424967,EXTREME
424_174,0.7264452494411777,0,0.0,0.0,0.0,0.0,0.0,LOW
424_402,0.954893231453338,0,0.0,0.0,0.0,0.0,0.0,LOW
425_362,0.8973909003464239,1,0.9797979974160208,0.9797979974160208,0.0,1.0,98.58585981912147,EXTREME
425_396,0.5739506882006883,0,0.0,0.0,0.0,0.0,0.0,LOW
425_431,0.9297824899574902,0,0.0,0.0,0.0,0.0,0.0,LOW
426_225,0.0404168364188563,0,0.0,0.0,0.0,0.0,0.0,LOW
426_461,0.9787394159900492,0,0.0,0.0,0.0,0.0,0.0,LOW
426_780,0.0056217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
427_810,0.0013955357388599,0,0.0,0.0,0.0,0.0,0.0,LOW
427_1149,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
428_451,0.988978013993353,1,0.9358014942952212,0.9358014942952212,0.0,1.0,95.50610460066548,EXTREME
428_454,0.9358014942952212,1,0.988978013993353,0.988978013993353,0.0,1.0,99.2284609795347,EXTREME
429_1090,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
430_437,0.860498456944433,0,0.0,0.0,0.0,0.0,0.0,LOW
431_493,0.9674848458734008,0,0.0,0.0,0.0,0.0,0.0,LOW
431_668,0.6687956685450929,0,0.0,0.0,0.0,0.0,0.0,LOW
435_1590,0.1168833333333333,0,0.0,0.0,0.0,0.0,0.0,LOW
437_491,0.9716939984399746,0,0.0,0.0,0.0,0.0,0.0,LOW
441_401,0.6312118665648082,0,0.0,0.0,0.0,0.0,0.0,LOW
443_1108,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
445_369,0.9793625,2,0.9489126608222,0.9490832806672524,0.00024129289888302148,1.0,96.42900485290558,EXTREME
445_447,0.9080366385092448,0,0.0,0.0,0.0,0.0,0.0,LOW
446_347,0.8587774170274173,0,0.0,0.0,0.0,0.0,0.0,LOW
446_365,0.9490832806672524,2,0.9617345694611343,0.9793625,0.02492965844463464,1.0,97.85025777844538,EXTREME
447_1052,0.0041051316984559,1,0.0013955357388599,0.0013955357388599,0.0,0.0,0.097687501720193,LOW
448_373,0.9487420409771478,2,0.9803281371983067,0.9812937743966134,0.001365617222177248,1.0,98.65193871983067,EXTREME
448_377,0.9812937743966134,1,0.9487420409771478,0.9487420409771478,0.0,1.0,96.41194286840036,EXTREME
448_400,0.963721861471862,2,0.9288107220337045,0.9575456709956714,0.04063735453611225,1.0,95.87879901121832,EXTREME
449_361,0.9441066389222688,1,0.9490832806672524,0.9490832806672524,0.0,1.0,96.43582964670767,EXTREME
449_400,0.9575456709956714,2,0.9318988172717999,0.963721861471862,0.04500458070372636,1.0,96.18760853502786,EXTREME
449_1054,0.0013955357388599,1,0.0041051316984559,0.0041051316984559,0.0,0.0,0.28735921889191296,LOW
450_489,0.8378530943890174,1,0.9657817515817516,0.9657817515817516,0.0,1.0,97.60472261072262,EXTREME
450_532,0.0313834960876899,1,0.0173714581256519,0.0173714581256519,0.0,0.0,1.2160020687956332,LOW
450_1086,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
451_746,0.0024884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
452_484,0.9657817515817516,1,0.8378530943890174,0.8378530943890174,0.0,1.0,88.64971660723123,EXTREME
452_495,0.9613717948717948,1,0.947336784049284,0.947336784049284,0.0,1.0,96.31357488344989,EXTREME
452_529,0.0173714581256519,1,0.0313834960876899,0.0313834960876899,0.0,0.0,2.196844726138293,LOW
452_784,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
453_391,0.973505392798416,0,0.0,0.0,0.0,0.0,0.0,LOW
453_400,0.9000757730717377,2,0.9606337662337667,0.963721861471862,0.004367226167614115,1.0,97.33700649350652,EXTREME
453_407,0.882109595540119,2,0.9727887445887449,0.973631601731602,0.0011919800025716905,1.0,98.12049783549786,EXTREME
453_408,0.9719458874458876,2,0.9278705986358605,0.973631601731602,0.0647158312057948,1.0,96.32377199738248,EXTREME
453_411,0.973631601731602,2,0.9270277414930033,0.9719458874458876,0.06352385120322313,1.0,96.23948628309677,EXTREME
453_1353,0.0026884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
454_496,0.947336784049284,2,0.9559569115878114,0.9613717948717948,0.007657801378876729,1.0,97.0794303096663,EXTREME
455_445,0.9407807944307948,1,0.955881673881674,0.955881673881674,0.0,1.0,96.91171717171717,EXTREME
456_342,0.8560244201397593,0,0.0,0.0,0.0,0.0,0.0,LOW
457_503,0.1161597266331424,0,0.0,0.0,0.0,0.0,0.0,LOW
457_1000,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
458_197,0.126801781495004,0,0.0,0.0,0.0,0.0,0.0,LOW
458_494,0.950542028303828,1,0.947336784049284,0.947336784049284,0.0,1.0,96.31357488344989,EXTREME
458_665,0.1554197776931935,1,0.076022059178478,0.076022059178478,0.0,0.0,5.32154414249346,LOW
459_415,0.9454656561461798,0,0.0,0.0,0.0,0.0,0.0,LOW
459_447,0.955881673881674,1,0.9407807944307948,0.9407807944307948,0.0,1.0,95.85465561015565,EXTREME
459_669,0.076022059178478,1,0.1554197776931935,0.1554197776931935,0.0,0.0,10.879384438523545,LOW
459_1218,0.0025749119182361,0,0.0,0.0,0.0,0.0,0.0,LOW
460_1285,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
463_1201,0.010050369793694,0,0.0,0.0,0.0,0.0,0.0,LOW
464_214,0.4776560837005739,0,0.0,0.0,0.0,0.0,0.0,LOW
464_647,0.7796880634731701,0,0.0,0.0,0.0,0.0,0.0,LOW
466_1167,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
467_337,0.8523422159539807,0,0.0,0.0,0.0,0.0,0.0,LOW
468_344,0.8399647420067391,0,0.0,0.0,0.0,0.0,0.0,LOW
468_413,0.7883281169810583,0,0.0,0.0,0.0,0.0,0.0,LOW
471_565,0.8450619129236778,0,0.0,0.0,0.0,0.0,0.0,LOW
472_104,0.0722973048385283,0,0.0,0.0,0.0,0.0,0.0,LOW
472_500,0.0606902319902319,0,0.0,0.0,0.0,0.0,0.0,LOW
472_543,0.967843861351762,1,0.9783780094380092,0.9783780094380092,0.0,1.0,98.48646066066064,EXTREME
472_912,0.0176824119926098,0,0.0,0.0,0.0,0.0,0.0,LOW
473_380,0.9843313568538388,1,0.9914848603271096,0.9914848603271096,0.0,1.0,99.40394022289767,EXTREME
473_381,0.9914848603271096,2,0.9903054743452867,0.9962795918367346,0.008448677979616008,1.0,99.50060672891351,EXTREME
473_540,0.9783780094380092,1,0.967843861351762,0.967843861351762,0.0,1.0,97.74907029462335,EXTREME
474_421,0.7476859344789578,1,0.6688483793983796,0.6688483793983796,0.0,1.0,76.81938655788657,EXTREME
474_471,0.9906702620553686,2,0.989768253968254,0.9922063492063492,0.003447987352071469,1.0,99.35692063492064,EXTREME
475_374,0.9773327664399092,0,0.0,0.0,0.0,0.0,0.0,LOW
475_386,0.9962795918367346,2,0.9820257231598128,0.9914848603271096,0.013377240070338544,1.0,99.02557473620581,EXTREME
475_1305,0.0006884650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
476_163,0.0302564935064935,0,0.0,0.0,0.0,0.0,0.0,LOW
476_416,0.6688483793983796,1,0.7476859344789578,0.7476859344789578,0.0,1.0,82.33801541352705,EXTREME
476_474,0.9922063492063492,3,0.9902834074576097,0.9928498015873016,0.002780082135019981,1.0,99.39683034592343,EXTREME
477_475,0.9873301587301588,3,0.9919088042830064,0.9928498015873016,0.0011198204672491139,1.0,99.46184621893931,EXTREME
477_561,0.893690498196022,1,0.9820071428571432,0.9820071428571432,0.0,1.0,98.74050000000003,EXTREME
477_1226,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
478_384,0.972566585992516,1,0.9962795918367346,0.9962795918367346,0.0,1.0,99.73957142857142,EXTREME
478_565,0.9820071428571432,1,0.893690498196022,0.893690498196022,0.0,1.0,92.55833487372153,EXTREME
480_471,0.9928498015873016,2,0.989768253968254,0.9922063492063492,0.003447987352071469,1.0,99.35692063492064,EXTREME
480_517,0.9484731547867096,0,0.0,0.0,0.0,0.0,0.0,LOW
480_1139,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
482_479,0.8974921922521921,1,0.6246043493973732,0.6246043493973732,0.0,1.0,73.72230445781612,HIGH
482_483,0.6246043493973732,1,0.8974921922521921,0.8974921922521921,0.0,1.0,92.82445345765345,EXTREME
483_365,0.9962682823129252,0,0.0,0.0,0.0,0.0,0.0,LOW
483_403,0.952010625633232,0,0.0,0.0,0.0,0.0,0.0,LOW
484_334,0.8618685036660038,0,0.0,0.0,0.0,0.0,0.0,LOW
486_416,0.9480674603174608,4,0.950582176460839,0.970576676695464,0.03313396518741976,1.0,97.14058735929748,EXTREME
488_406,0.9777339285714288,0,0.0,0.0,0.0,0.0,0.0,LOW
488_504,0.978127152597553,1,0.9812729933581,0.9812729933581,0.0,1.0,98.68910953506699,EXTREME
489_364,0.9270922077922078,0,0.0,0.0,0.0,0.0,0.0,LOW
489_371,0.9583993369064796,1,0.9966794871794872,0.9966794871794872,0.0,1.0,99.76756410256411,EXTREME
489_412,0.963666700082039,2,0.9593220685064624,0.970576676695464,0.01591641954008135,1.0,97.4901830411224,EXTREME
489_418,0.967023592654116,3,0.9399019578082205,0.970576676695464,0.03546954051131542,1.0,96.71337861319273,EXTREME
489_419,0.9010617364117368,3,0.9618892432223469,0.970576676695464,0.012101130672526928,1.0,97.59287002975779,EXTREME
489_470,0.9590125788100792,1,0.8739502801120449,0.8739502801120449,0.0,1.0,91.17651960784315,EXTREME
491_371,0.9966794871794872,2,0.961862489263382,0.9653256416202844,0.0048976370316957535,1.0,97.43426881914381,EXTREME
491_416,0.970576676695464,4,0.9449548723663382,0.967023592654116,0.030405353143182087,1.0,96.80890267427702,EXTREME
491_442,0.9630881669686904,1,0.8892918618848854,0.8892918618848854,0.0,1.0,92.25043033194197,EXTREME
491_456,0.9658139160356444,0,0.0,0.0,0.0,0.0,0.0,LOW
491_555,0.9689166441517506,0,0.0,0.0,0.0,0.0,0.0,LOW
491_1386,0.0018217983651226,0,0.0,0.0,0.0,0.0,0.0,LOW
492_301,0.7140058062002969,0,0.0,0.0,0.0,0.0,0.0,LOW
492_508,0.9812729933581,2,0.9764484566998943,0.978127152597553,0.0023740345055689002,1.0,98.40175284592236,EXTREME
492_528,0.9978095238095236,1,0.9663494243345306,0.9663494243345306,0.0,1.0,97.64445970341714,EXTREME
492_909,0.0166911624493142,0,0.0,0.0,0.0,0.0,0.0,LOW
493_355,0.1011751209574738,0,0.0,0.0,0.0,0.0,0.0,LOW
493_441,0.8892918618848854,1,0.9630881669686904,0.9630881669686904,0.0,1.0,97.41617168780832,EXTREME
494_471,0.8739502801120449,2,0.9684015939454604,0.9777906090808416,0.013278072541782364,1.0,98.06978203024366,EXTREME
494_508,0.9747697608022358,1,0.9812729933581,0.9812729933581,0.0,1.0,98.68910953506699,EXTREME
495_374,0.9653256416202844,3,0.971739531699448,0.9966794871794872,0.0327676822419067,1.0,98.76996588336254,EXTREME
495_395,0.9960367346938778,1,0.991386475231118,0.991386475231118,0.0,1.0,99.39705326617826,EXTREME
495_397,0.991386475231118,1,0.9960367346938778,0.9960367346938778,0.0,1.0,99.72257142857144,EXTREME
495_435,0.9706817460317464,0,0.0,0.0,0.0,0.0,0.0,LOW
495_450,0.9635898282863,0,0.0,0.0,0.0,0.0,0.0,LOW
495_461,0.9974444444444444,3,0.9798755702580951,0.9934241269841272,0.018046331419565353,1.0,98.99774661984762,EXTREME
495_469,0.9777906090808416,3,0.9422548265516774,0.9934241269841272,0.06155251833514566,1.0,97.49291687159091,EXTREME
495_1418,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
496_376,0.983911387596494,2,0.9499766809713237,0.9653256416202844,0.0217067083180913,1.0,96.95883648746148,EXTREME
496_463,0.9868125112312984,3,0.9834195479958104,0.9974444444444444,0.020906996566979412,1.0,99.26011525316575,EXTREME
496_465,0.9934241269841272,4,0.9803594093288612,0.9974444444444444,0.01612299360490992,1.0,99.13770970648778,EXTREME
496_1659,0.0357035244948288,0,0.0,0.0,0.0,0.0,0.0,LOW
497_464,0.95939007255886,4,0.988867922935178,0.9974444444444444,0.008587729929662979,1.0,99.47805025074045,EXTREME
497_527,0.9663494243345306,3,0.9868291412183853,0.9978095238095236,0.009517889662339424,1.0,99.40745136302112,EXTREME
497_916,0.0024384650317892,0,0.0,0.0,0.0,0.0,0.0,LOW
499_373,0.9346277203223629,2,0.9746185146083892,0.983911387596494,0.013142107013188358,1.0,98.50208221223039,EXTREME
499_1383,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
500_338,0.9874196969696968,2,0.9115132413717328,0.978739353669586,0.09507207975724069,1.0,95.8227102649569,EXTREME
500_339,0.978739353669586,2,0.9158534130217881,0.9874196969696968,0.10121000936777627,1.0,96.25672742996244,EXTREME
500_427,0.9718918466223702,0,0.0,0.0,0.0,0.0,0.0,LOW
500_508,0.980224396089735,0,0.0,0.0,0.0,0.0,0.0,LOW
501_470,0.9888028205128208,0,0.0,0.0,0.0,0.0,0.0,LOW
501_529,0.98093444746468,2,0.9740464383577415,0.9817434523809524,0.010885221621400726,1.0,98.41416110573823,EXTREME
501_531,0.9817434523809524,2,0.9736419358996053,0.98093444746468,0.010313168759091223,1.0,98.37371085992461,EXTREME
503_461,0.9899611111111112,1,0.9651863850749398,0.9651863850749398,0.0,1.0,97.5630469552458,EXTREME
505_335,0.9127878081729146,3,0.9086883261940842,0.9609193362193365,0.05926088951703139,1.0,95.17511313434346,EXTREME
505_338,0.8442871290738796,7,0.9493416764140921,0.9874196969696968,0.02815795571154098,1.0,97.59625796565459,EXTREME
505_410,0.7915765021709924,0,0.0,0.0,0.0,0.0,0.0,LOW
505_647,0.0015622024055266,0,0.0,0.0,0.0,0.0,0.0,LOW
506_339,0.9609193362193365,5,0.9125200954227809,0.947960100590624,0.040516463685950875,1.0,94.93960683462996,EXTREME
506_378,0.9953367346938776,1,0.9851379251700682,0.9851379251700682,0.0,1.0,98.95965476190477,EXTREME
506_420,0.9216906533711768,2,0.9594365706483439,0.9753880767811,0.02255883631322126,1.0,97.63910512936675,EXTREME
506_422,0.9753880767811,2,0.9325878589433823,0.9434850645155878,0.01541097591218064,1.0,95.60806629320292,EXTREME
506_464,0.9651863850749398,1,0.9899611111111112,0.9899611111111112,0.0,1.0,99.29727777777778,EXTREME
507_422,0.9434850645155878,2,0.9485393650761385,0.9753880767811,0.037969812225401904,1.0,97.20321690647853,EXTREME
508_338,0.9208585132890368,5,0.9205322600088408,0.9609193362193365,0.046147369125606755,1.0,95.64887048693373,EXTREME
508_340,0.947960100590624,4,0.9156929761424255,0.9609193362193365,0.05037356285289991,1.0,95.4552991322771,EXTREME
508_349,0.9561103896103896,0,0.0,0.0,0.0,0.0,0.0,LOW
508_1254,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
509_340,0.9367069259874494,4,0.9185062697932191,0.9609193362193365,0.05221880328926588,1.0,95.56783087830885,EXTREME
509_374,0.9851379251700682,1,0.9953367346938776,0.9953367346938776,0.0,1.0,99.67357142857144,EXTREME
509_731,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
510_407,0.7828883458828361,1,0.9953333333333334,0.9953333333333334,0.0,1.0,99.67333333333335,EXTREME
512_326,0.7061318650793652,0,0.0,0.0,0.0,0.0,0.0,LOW
512_511,0.7091497128461843,0,0.0,0.0,0.0,0.0,0.0,LOW
515_405,0.9953333333333334,3,0.9123810661466459,0.9983461538461538,0.11413372792728334,1.0,96.44562726125045,EXTREME
516_395,0.999,0,0.0,0.0,0.0,0.0,0.0,LOW
517_370,0.9418056941563272,0,0.0,0.0,0.0,0.0,0.0,LOW
517_406,0.9983461538461538,3,0.9734036286562766,0.9953333333333334,0.020082974729059178,1.0,98.79614514625106,EXTREME
518_325,0.5426971500721501,1,0.7557944836116264,0.7557944836116264,0.0,1.0,82.90561385281384,EXTREME
518_538,0.9777140873015872,0,0.0,0.0,0.0,0.0,0.0,LOW
519_403,0.955908698710948,3,0.9948810483167625,0.9983461538461538,0.0037119716294461078,1.0,99.74562654805511,EXTREME
520_446,0.2232557997557998,0,0.0,0.0,0.0,0.0,0.0,LOW
520_574,0.8917697482634758,1,0.944052356902357,0.944052356902357,0.0,1.0,96.083664983165,EXTREME
521_323,0.7557944836116264,1,0.5426971500721501,0.5426971500721501,0.0,1.0,67.9888005050505,HIGH
521_410,0.9689688539245483,1,0.9983461538461538,0.9983461538461538,0.0,1.0,99.88423076923077,EXTREME
521_571,0.944052356902357,1,0.8917697482634758,0.8917697482634758,0.0,1.0,92.4238823784433,EXTREME
521_736,0.0048329094762337,0,0.0,0.0,0.0,0.0,0.0,LOW
522_511,0.9881912513842748,1,0.984304761904762,0.984304761904762,0.0,1.0,98.90133333333334,EXTREME
522_558,0.9206399626517277,0,0.0,0.0,0.0,0.0,0.0,LOW
523_1106,6.220240552665621e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
524_401,0.9909636577708004,2,0.9758475041173786,0.9957863095238094,0.028197729023292324,1.0,98.90748945040943,EXTREME
524_1025,2.1798365122615804e-05,0,0.0,0.0,0.0,0.0,0.0,LOW
