timestamp,latitude,longitude,rain_24h_mm,rain_72h_mm,rain_7d_mm,soil_mean,rain_24h_percentile,rain_72h_percentile,rain_7d_percentile,soil_percentile,current_pressure_score,rain_24h_change,rain_72h_change,soil_change,momentum_score,trajectory_score,risk_trajectory,trajectory_category
2025-09-30 23:00:00,27.50000000000096,88.49999999999926,5.673038755,33.3950653440354,44.090993679875695,0.41548919500000003,0.1448165869218501,0.279939748360801,0.05440368598263335,0.09579567605883395,15.991781853623957,-9.082196708935399,4.167693651769703,-0.012145994999999965,20.0,17.394658204855574,STABLE_LOW,LOW
