cell_id,susceptibility_probability,model_margin,model_certainty,terrain_quality,osm_quality,confidence_score,uncertainty_score,confidence_category,confidence_explanation
92_891,0.00014438949584,0.44985561050416,81.79192918257453,100.0,100.0,83.16925127768188,16.83074872231812,HIGH,SAR is not spatially georeferenced
93_93,0.6908721354125281,0.2408721354125281,43.79493371136874,100.0,100.0,66.07060331563927,33.929396684360725,MODERATE,SAR is not spatially georeferenced
93_428,0.0016535159625936,0.4483464840374064,81.5175425522557,100.0,100.0,83.0457772940384,16.954222705961598,HIGH,SAR is not spatially georeferenced
94_580,0.0238975061227602,0.4261024938772398,77.47318070495268,100.0,100.0,81.22581446275206,18.774185537247945,HIGH,SAR is not spatially georeferenced
96_631,0.0066060301151077,0.4433939698848923,80.61708543361678,100.0,100.0,82.6405715906509,17.359428409349107,HIGH,SAR is not spatially georeferenced
97_1012,0.0818039398196932,0.3681960601803068,66.94473821460123,100.0,100.0,76.48801534209389,23.511984657906112,MODERATE,SAR is not spatially georeferenced
101_401,0.1135609575846148,0.3364390424153852,61.170734984615486,100.0,100.0,73.88971388860031,26.110286111399688,MODERATE,SAR is not spatially georeferenced
102_554,0.0124385979380986,0.4375614020619014,79.55661855670935,100.0,100.0,82.16336149604254,17.83663850395746,HIGH,SAR is not spatially georeferenced
102_1442,0.0015932269365511,0.4484067730634489,81.52850419335434,100.0,100.0,83.05071003253279,16.94928996746721,HIGH,SAR is not spatially georeferenced
104_1297,0.0125535159625936,0.43744648403740644,79.53572437043753,100.0,100.0,82.15395911222024,17.846040887779765,HIGH,SAR is not spatially georeferenced
105_74,0.2038334733893556,0.24616652661064442,44.75755029284444,100.0,100.0,66.50378077730335,33.49621922269665,MODERATE,SAR is not spatially georeferenced
107_1391,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
110_97,0.272133116883117,0.17786688311688303,32.33943329397873,100.0,100.0,60.915628127813775,39.084371872186225,MODERATE,prediction near decision threshold; SAR is not spatially georeferenced
110_951,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
111_1425,6.220240552665621e-05,0.44993779759447333,81.80687228990423,100.0,100.0,83.17597567598025,16.824024324019746,HIGH,SAR is not spatially georeferenced
112_1345,0.0046649801833044,0.4453350198166956,80.97000360303555,70.0,100.0,76.79938476688935,23.200615233110653,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
114_1106,0.0111932595523372,0.4388067404476628,79.78304371775687,100.0,100.0,82.26525281851394,17.734747181486057,HIGH,SAR is not spatially georeferenced
118_1383,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
122_433,0.359889707756012,0.09011029224398803,16.383689498906914,100.0,100.0,53.73554342003146,46.26445657996854,LOW,prediction near decision threshold; SAR is not spatially georeferenced
125_958,0.0022217983651226,0.4477782016348774,81.41421847906861,70.0,100.0,76.99928146110422,23.000718538895782,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
126_1544,0.0191353015286257,0.4308646984713743,78.33903608570442,100.0,100.0,81.61544938409034,18.38455061590966,HIGH,SAR is not spatially georeferenced
130_1126,0.0142587031270273,0.4357412968729727,79.2256903405405,100.0,100.0,82.01444379876656,17.985556201233436,HIGH,SAR is not spatially georeferenced
132_516,0.075386444829769,0.374613555170231,68.11155548549654,100.0,100.0,77.01308311399679,22.986916886003215,MODERATE,SAR is not spatially georeferenced
134_1295,0.0005765928856705,0.4494234071143295,81.7133467480599,100.0,100.0,83.1338891821503,16.8661108178497,HIGH,SAR is not spatially georeferenced
138_675,0.0629670364603607,0.38703296353963934,70.36962973447987,100.0,100.0,78.02921652603928,21.970783473960722,MODERATE,SAR is not spatially georeferenced
140_27,0.0299422937248946,0.4200577062751054,76.37412841365553,100.0,100.0,80.73124093166834,19.26875906833166,HIGH,SAR is not spatially georeferenced
141_1564,7.659288567056101e-05,0.44992340711432943,81.80425583896897,100.0,100.0,83.17479827305938,16.82520172694062,HIGH,SAR is not spatially georeferenced
142_942,0.0041991187848159,0.44580088121518413,81.05470567548801,70.0,100.0,76.83750069949295,23.16249930050705,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
149_687,0.1174324210757453,0.3325675789242547,60.46683253168267,100.0,100.0,73.57295778478054,26.42704221521946,MODERATE,SAR is not spatially georeferenced
150_686,0.1580890755323997,0.2919109244676003,53.07471353956369,100.0,100.0,70.246504238327,29.753495761672994,MODERATE,SAR is not spatially georeferenced
150_1110,0.0116832173346678,0.4383167826653322,79.69396048460585,100.0,100.0,82.22516536359598,17.774834636404023,HIGH,SAR is not spatially georeferenced
154_105,0.1493187978687979,0.3006812021312021,54.66930947840037,100.0,100.0,70.96407241080351,29.03592758919649,MODERATE,SAR is not spatially georeferenced
156_103,0.3337698688284899,0.1162301311715101,21.132751122092746,100.0,100.0,55.87262115046508,44.12737884953492,LOW,prediction near decision threshold; SAR is not spatially georeferenced
156_878,0.0158654207244984,0.4341345792755016,78.93355986827301,100.0,100.0,81.8829850862462,18.117014913753806,HIGH,SAR is not spatially georeferenced
158_1490,0.0028645833579076,0.4471354166420924,81.29734848038042,100.0,100.0,82.94668996169453,17.05331003830547,HIGH,SAR is not spatially georeferenced
159_757,0.0028991187848159,0.4471008812151841,81.29106931185164,100.0,100.0,82.94386433585657,17.056135664143426,HIGH,SAR is not spatially georeferenced
160_1535,6.220240552665621e-05,0.44993779759447333,81.80687228990423,100.0,100.0,83.17597567598025,16.824024324019746,HIGH,SAR is not spatially georeferenced
162_836,0.0034717983651226,0.4465282016348774,81.18694575179588,100.0,100.0,82.89700873383148,17.102991266168516,HIGH,SAR is not spatially georeferenced
163_823,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
165_1205,0.0028955357388599,0.4471044642611401,81.29172077475275,70.0,100.0,76.94415749416208,23.055842505837916,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
167_997,6.220240552665621e-05,0.44993779759447333,81.80687228990423,70.0,100.0,77.17597567598025,22.824024324019746,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
169_250,0.0911606631930161,0.3588393368069839,65.24351578308797,100.0,100.0,75.72246524791294,24.277534752087064,MODERATE,SAR is not spatially georeferenced
171_726,0.0028099262190038,0.44719007378099623,81.30728614199931,100.0,100.0,82.95116190942304,17.048838090576965,HIGH,SAR is not spatially georeferenced
173_1302,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
175_1422,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
176_65,0.1560743867243867,0.2939256132756133,53.441020595566044,100.0,100.0,70.41134241352806,29.58865758647194,MODERATE,SAR is not spatially georeferenced
177_441,0.0070864431803034,0.44291355681969663,80.5297376035812,100.0,100.0,82.60126506713488,17.398734932865125,HIGH,SAR is not spatially georeferenced
179_140,0.1249192346301042,0.32508076536989583,59.10559370361742,100.0,100.0,72.96040031215118,27.03959968784882,MODERATE,SAR is not spatially georeferenced
179_393,0.0312525326463929,0.41874746735360713,76.13590315520129,100.0,100.0,80.62403956536392,19.375960434636085,HIGH,SAR is not spatially georeferenced
181_409,0.0672457882641125,0.38275421173588753,69.59167486107046,100.0,100.0,77.67913683300505,22.320863166994954,MODERATE,SAR is not spatially georeferenced
182_1213,0.0170154491587734,0.4329845508412266,78.72446378931393,70.0,100.0,75.7888918507146,24.211108149285394,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
183_57,0.0520562092440987,0.3979437907559013,72.35341650107296,100.0,100.0,78.92192057100618,21.078079428993817,MODERATE,SAR is not spatially georeferenced
183_521,0.6647050316350318,0.2147050316350318,39.037278479096685,100.0,100.0,63.92965846111686,36.07034153888314,MODERATE,prediction near decision threshold; SAR is not spatially georeferenced
185_39,0.7379189114806763,0.28791891148067633,52.348892996486605,100.0,100.0,69.91988499394232,30.08011500605768,MODERATE,SAR is not spatially georeferenced
186_549,0.8318299940064043,0.3818299940064043,69.42363527389169,100.0,100.0,77.6035190187746,22.396480981225395,MODERATE,SAR is not spatially georeferenced
186_772,0.0005217983651226,0.4494782016348774,81.72330938815952,100.0,100.0,83.13837237019513,16.86162762980487,HIGH,SAR is not spatially georeferenced
188_63,0.716601564818437,0.26660156481843694,48.47301178517035,100.0,100.0,68.17573844885,31.824261551150002,MODERATE,SAR is not spatially georeferenced
189_1397,0.0012217983651226,0.4487782016348774,81.5960366608868,100.0,100.0,83.0810996429224,16.918900357077604,HIGH,SAR is not spatially georeferenced
190_534,0.7198054390553639,0.26980543905536386,49.055534373702514,100.0,100.0,68.43787361368948,31.562126386310524,MODERATE,SAR is not spatially georeferenced
190_544,0.9086839068025796,0.4586839068025796,83.39707396410537,100.0,100.0,83.89156642937076,16.108433570629245,HIGH,SAR is not spatially georeferenced
191_528,0.8439483245313933,0.39394832453139333,71.62696809661696,100.0,100.0,78.59501878900097,21.404981210999026,MODERATE,SAR is not spatially georeferenced
191_1609,0.0171528640441683,0.4328471359558317,78.69947926469666,100.0,100.0,81.77764881463685,18.222351185363152,HIGH,SAR is not spatially georeferenced
193_412,0.9118066859066865,0.46180668590668644,83.9648519830339,100.0,100.0,84.1470665378886,15.852933462111395,HIGH,SAR is not spatially georeferenced
194_1163,0.0006884650317892,0.4493115349682108,81.6930063578565,100.0,100.0,83.12473600655878,16.875263993441223,HIGH,SAR is not spatially georeferenced
196_414,0.9583068586443588,0.5083068586443589,92.41942884442888,100.0,100.0,87.95162612551633,12.048373874483673,HIGH,SAR is not spatially georeferenced
197_397,0.9303940767409482,0.4803940767409482,87.3443775892633,100.0,100.0,85.66785306069183,14.332146939308174,HIGH,SAR is not spatially georeferenced
197_413,0.9292019255370324,0.4792019255370324,87.12762282491498,100.0,100.0,85.57031341673508,14.429686583264925,HIGH,SAR is not spatially georeferenced
198_373,0.1033490178065174,0.3466509821934826,63.02745130790592,100.0,100.0,74.72523623408101,25.27476376591899,MODERATE,SAR is not spatially georeferenced
198_399,0.9959666666666668,0.5459666666666667,99.26666666666667,100.0,100.0,91.03288314552334,8.967116854476657,HIGH,SAR is not spatially georeferenced
199_37,0.0581358758335478,0.3918641241664522,71.24802257571858,100.0,100.0,78.4244933045967,21.575506695403305,MODERATE,SAR is not spatially georeferenced
199_399,0.9347888774739838,0.48478887747398375,88.14343226799704,100.0,100.0,86.02742766612201,13.972572333877991,HIGH,SAR is not spatially georeferenced
199_400,0.9955194444444444,0.5455194444444444,99.18535353535353,100.0,100.0,90.99629223643242,9.003707763567576,HIGH,SAR is not spatially georeferenced
199_415,0.8926431938431935,0.44264319384319345,80.48058069876244,100.0,100.0,82.57914445996644,17.420855540033557,HIGH,SAR is not spatially georeferenced
199_995,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,70.0,100.0,77.17928146110421,22.82071853889579,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
200_397,0.9216723889749324,0.4716723889749324,85.75861617726042,100.0,100.0,84.95426042529053,15.045739574709472,HIGH,SAR is not spatially georeferenced
200_550,0.8970103923888393,0.4470103923888393,81.27461679797076,100.0,100.0,82.93646070461018,17.063539295389816,HIGH,SAR is not spatially georeferenced
201_401,0.960836517656708,0.510836517656708,92.87936684667417,100.0,100.0,88.15859822652672,11.84140177347328,HIGH,SAR is not spatially georeferenced
202_1166,0.0006884650317892,0.4493115349682108,81.6930063578565,100.0,100.0,83.12473600655878,16.875263993441223,HIGH,SAR is not spatially georeferenced
202_1269,0.0018122024055266,0.4481877975944734,81.48869047172244,100.0,100.0,83.03279385779844,16.96720614220156,HIGH,SAR is not spatially georeferenced
203_393,0.9721830135627628,0.5221830135627628,94.94236610232049,100.0,100.0,89.08694789156756,10.913052108432439,HIGH,SAR is not spatially georeferenced
204_389,0.9751711698509192,0.5251711698509192,95.48566724562166,100.0,100.0,89.3314334060531,10.668566593946906,HIGH,SAR is not spatially georeferenced
204_786,0.0077163871097113,0.4422836128902887,80.41520234368885,100.0,100.0,82.54972420018332,17.45027579981668,HIGH,SAR is not spatially georeferenced
206_941,0.0012217983651226,0.4487782016348774,81.5960366608868,70.0,100.0,77.0810996429224,22.918900357077604,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
206_1313,0.0006884650317892,0.4493115349682108,81.6930063578565,100.0,100.0,83.12473600655878,16.875263993441223,HIGH,SAR is not spatially georeferenced
207_398,0.930032690263682,0.48003269026368195,87.27867095703307,100.0,100.0,85.63828507618823,14.361714923811775,HIGH,SAR is not spatially georeferenced
207_551,0.9497190121862924,0.4997190121862924,90.85800221568951,100.0,100.0,87.24898414258362,12.751015857416377,HIGH,SAR is not spatially georeferenced
208_541,0.9723897574682052,0.5223897574682053,94.97995590331004,100.0,100.0,89.10386330201285,10.896136697987146,HIGH,SAR is not spatially georeferenced
208_542,0.9752540431824904,0.5252540431824904,95.50073512408915,100.0,100.0,89.33821395136346,10.661786048636543,HIGH,SAR is not spatially georeferenced
208_550,0.9671664480202272,0.5171664480202272,94.03026327640492,100.0,100.0,88.67650161990557,11.323498380094435,HIGH,SAR is not spatially georeferenced
209_1184,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
209_1258,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
209_1337,6.220240552665621e-05,0.44993779759447333,81.80687228990423,100.0,100.0,83.17597567598025,16.824024324019746,HIGH,SAR is not spatially georeferenced
212_536,0.8797771307981845,0.4297771307981845,78.14129650876082,100.0,100.0,81.5264665744657,18.4735334255343,HIGH,SAR is not spatially georeferenced
212_538,0.9818262654047124,0.5318262654047123,96.6956846190386,100.0,100.0,89.87594122409071,10.12405877590929,HIGH,SAR is not spatially georeferenced
213_922,0.0012217983651226,0.4487782016348774,81.5960366608868,70.0,100.0,77.0810996429224,22.918900357077604,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
214_536,0.8519708522067992,0.40197085220679923,73.08560949214531,100.0,100.0,79.25140741698874,20.74859258301126,MODERATE,SAR is not spatially georeferenced
214_923,6.220240552665621e-05,0.44993779759447333,81.80687228990423,70.0,100.0,77.17597567598025,22.824024324019746,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
216_668,0.0155551316984559,0.4344448683015441,78.9899760548262,100.0,100.0,81.90837237019514,18.09162762980486,HIGH,SAR is not spatially georeferenced
218_793,0.0008201826292603,0.4491798173707397,81.66905770377085,100.0,100.0,83.11395911222021,16.886040887779785,HIGH,SAR is not spatially georeferenced
221_1601,7.659288567056101e-05,0.44992340711432943,81.80425583896897,100.0,100.0,83.17479827305938,16.82520172694062,HIGH,SAR is not spatially georeferenced
222_1036,0.0035622024055266,0.4464377975944734,81.17050865354061,70.0,100.0,76.88961203961662,23.110387960383378,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
223_498,0.9461307780371888,0.4961307780371888,90.2055960067616,100.0,100.0,86.95540134856606,13.044598651433944,HIGH,SAR is not spatially georeferenced
223_591,0.0115480214570991,0.4384519785429009,79.71854155325471,100.0,100.0,82.23622684448796,17.76377315551204,HIGH,SAR is not spatially georeferenced
224_1401,6.220240552665621e-05,0.44993779759447333,81.80687228990423,100.0,100.0,83.17597567598025,16.824024324019746,HIGH,SAR is not spatially georeferenced
225_41,0.1555020668873609,0.2944979331126391,53.54507874775256,100.0,100.0,70.458168582012,29.541831417988007,MODERATE,SAR is not spatially georeferenced
225_934,0.0010217983651226,0.4489782016348774,81.63240029725043,70.0,100.0,77.09746327928603,22.902536720713968,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
226_699,7.659288567056101e-05,0.44992340711432943,81.80425583896897,100.0,100.0,83.17479827305938,16.82520172694062,HIGH,SAR is not spatially georeferenced
227_1644,0.0110131403564646,0.4389868596435354,79.81579266246098,100.0,100.0,82.27998984363077,17.720010156369227,HIGH,SAR is not spatially georeferenced
228_721,0.00114438949584,0.44885561050416,81.61011100075636,100.0,100.0,83.0874330958637,16.9125669041363,HIGH,SAR is not spatially georeferenced
231_1310,6.220240552665621e-05,0.44993779759447333,81.80687228990423,100.0,100.0,83.17597567598025,16.824024324019746,HIGH,SAR is not spatially georeferenced
234_382,0.93871240981241,0.48871240981241,88.85680178407453,100.0,100.0,86.34844394835687,13.651556051643126,HIGH,SAR is not spatially georeferenced
236_1344,0.0008789412222654,0.4491210587777346,81.65837432322446,100.0,100.0,83.10915159097435,16.89084840902565,HIGH,SAR is not spatially georeferenced
237_46,0.0419939607188798,0.4080060392811202,74.18291623293094,100.0,100.0,79.74519545034227,20.254804549657734,MODERATE,SAR is not spatially georeferenced
240_1004,0.0019733135166377,0.4480266864833623,81.4593975424295,70.0,100.0,77.01961203961662,22.980387960383382,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
243_522,0.932701219598091,0.48270121959809104,87.76385810874382,100.0,100.0,85.85661929445806,14.143380705541944,HIGH,SAR is not spatially georeferenced
244_467,0.0008217983651226,0.4491782016348774,81.66876393361407,100.0,100.0,83.11382691564967,16.886173084350332,HIGH,SAR is not spatially georeferenced
244_1007,0.0030983135166377,0.4469016864833623,81.25485208788406,70.0,100.0,76.92756658507116,23.072433414928838,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
244_1230,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
245_766,0.1213520202020202,0.32864797979797983,59.75417814508723,100.0,100.0,73.2522633108126,26.747736689187406,MODERATE,SAR is not spatially georeferenced
246_43,0.0734460777784307,0.3765539222215693,68.46434949483078,100.0,100.0,77.17184041819719,22.828159581802808,MODERATE,SAR is not spatially georeferenced
246_358,0.9733938285091674,0.5233938285091675,95.16251427439408,100.0,100.0,89.18601456900069,10.81398543099931,HIGH,SAR is not spatially georeferenced
246_1003,0.0031733135166377,0.4468266864833623,81.24121572424768,70.0,100.0,76.9214302214348,23.078569778565196,MODERATE,terrain fallback sampling used; SAR is not spatially georeferenced
247_358,0.996582622139765,0.5465826221397649,99.37865857086634,100.0,100.0,91.08327950241319,8.916720497586809,HIGH,SAR is not spatially georeferenced
247_361,0.9612636739737804,0.5112636739737804,92.95703163159642,100.0,100.0,88.19354737974173,11.80645262025827,HIGH,SAR is not spatially georeferenced
247_523,0.9877476190476192,0.5377476190476191,97.77229437229438,100.0,100.0,90.3604156130558,9.639584386944193,HIGH,SAR is not spatially georeferenced
248_366,0.981536507936508,0.531536507936508,96.64300144300144,100.0,100.0,89.852233794874,10.147766205126004,HIGH,SAR is not spatially georeferenced
248_398,0.9888934704184702,0.5388934704184702,97.9806309851764,100.0,100.0,90.45416708885273,9.545832911147272,HIGH,SAR is not spatially georeferenced
248_404,0.896082554602955,0.44608255460295504,81.10591901871909,100.0,100.0,82.86054670394694,17.139453296053063,HIGH,SAR is not spatially georeferenced
249_358,0.9840799603174604,0.5340799603174604,97.10544733044733,100.0,100.0,90.06033444422465,9.939665555775349,HIGH,SAR is not spatially georeferenced
250_362,0.9595857426303852,0.5095857426303851,92.65195320552456,100.0,100.0,88.05626208800939,11.94373791199061,HIGH,SAR is not spatially georeferenced
250_404,0.9541158966033968,0.5041158966033967,91.65743574607212,100.0,100.0,87.60872923125581,12.391270768744192,HIGH,SAR is not spatially georeferenced
250_522,0.993112925170068,0.5431129251700679,98.74780457637597,100.0,100.0,90.79939520489253,9.200604795107466,HIGH,SAR is not spatially georeferenced
250_1510,2.1798365122615804e-05,0.4499782016348774,81.81421847906861,100.0,100.0,83.17928146110421,16.82071853889579,HIGH,SAR is not spatially georeferenced
251_407,0.9608540239953284,0.5108540239953283,92.88254981733242,100.0,100.0,88.16003056332292,11.83996943667708,HIGH,SAR is not spatially georeferenced
251_505,0.9215285226705202,0.4715285226705202,85.73245866736731,100.0,100.0,84.94248954583864,15.05751045416136,HIGH,SAR is not spatially georeferenced
251_510,0.9169410245364704,0.4669410245364704,84.89836809754007,100.0,100.0,84.56714878941636,15.432851210583635,HIGH,SAR is not spatially georeferenced
252_358,0.9877928571428573,0.5377928571428572,97.78051948051947,100.0,100.0,90.36411691175711,9.635883088242892,HIGH,SAR is not spatially georeferenced
