timestamp,latitude,longitude,swvl1,swvl2,swvl1_percentile,swvl2_percentile,swvl1_change_72h,swvl2_change_72h,soil_change_score,soil_wetness_score,soil_wetness_category
2025-09-30 23:00:00,27.50000000000096,88.49999999999926,0.41352844,0.41744995,0.08880028353712564,0.11339269891901471,0.020111080000000003,0.021636949999999988,20.874014999999996,13.215996809055467,LOW
