incident_id,cell_count,max_risk_score,mean_risk_score,max_alert_priority,highest_decision_state,active_alert_cells,latitude,longitude,affected_cells,incident_category
RISK_ZONE_ISOLATED_105,1,62.329306934655776,62.329306934655776,36.048762814733855,WATCH,0,3002050.5044235187,635796.000872824,475_374,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_106,1,59.94214374005176,59.94214374005176,47.3252416891911,WATCH,0,3006250.5044235187,635896.000872824,476_416,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_107,1,63.00512361987987,63.00512361987987,36.3528803230847,WATCH,0,3016350.5044235187,636296.000872824,480_517,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_108,1,70.67538620827433,70.67538620827433,39.804498487862205,WARNING,0,3001150.5044235187,636596.000872824,483_365,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_109,1,64.6926559118923,64.6926559118923,37.11226985449029,WATCH,0,3004950.5044235187,636596.000872824,483_403,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_11,1,64.71920284980487,64.71920284980487,37.12421597655095,WATCH,0,3002850.5044235187,611696.000872824,234_382,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_110,1,59.79627536843781,59.79627536843781,34.90889860993577,WATCH,0,2998050.5044235187,636696.000872824,484_334,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_111,1,68.36270785521391,68.36270785521391,38.763793228985016,WATCH,0,3005250.5044235187,637096.000872824,488_406,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_112,1,74.93932154557818,74.93932154557818,56.52663581990899,WATCH,0,3015050.5044235187,637096.000872824,488_504,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_113,1,59.174894758207365,59.174894758207365,34.62927733533207,WATCH,0,3001050.5044235187,637196.000872824,489_364,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_114,1,77.12688742402717,77.12688742402717,56.384151976127455,CRITICAL,0,3011650.5044235187,637196.000872824,489_470,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_115,1,63.28107068781374,63.28107068781374,36.477056503654936,WATCH,0,3010250.5044235187,637396.000872824,491_456,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_116,1,64.80906286806639,64.80906286806639,37.16465298476863,WATCH,0,3020150.5044235187,637396.000872824,491_555,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_117,1,79.03746642124808,79.03746642124808,58.21410353921297,CRITICAL,0,3017450.5044235187,637496.000872824,492_528,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_118,1,67.7665458987378,67.7665458987378,38.49552034857077,WATCH,0,3008150.5044235187,637796.000872824,495_435,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_119,1,64.43383046808232,64.43383046808232,36.9957984047758,WATCH,0,3009650.5044235187,637796.000872824,495_450,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_12,1,69.04638897150124,69.04638897150124,39.07144973131432,WARNING,0,3004450.5044235187,613096.000872824,248_398,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_120,1,71.25720720818012,71.25720720818012,40.06631793781981,WARNING,0,3007350.5044235187,638296.000872824,500_427,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_121,1,63.78161062071782,63.78161062071782,36.70229947346177,WATCH,0,3015450.5044235187,638296.000872824,500_508,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_122,1,70.27884779064088,70.27884779064088,39.62605619992715,WARNING,0,3011650.5044235187,638396.000872824,501_470,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_123,1,51.33884471586733,51.33884471586733,31.10305481627905,WATCH,0,3005650.5044235187,638796.000872824,505_410,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_124,1,66.60550406250331,66.60550406250331,37.97305152226525,WATCH,0,2999550.5044235187,639096.000872824,508_349,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_125,1,60.90147344842202,60.90147344842202,50.35723774592867,WATCH,0,3005350.5044235187,639296.000872824,510_407,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_126,1,50.96268992380078,50.96268992380078,30.93378515984911,WATCH,0,2997250.5044235187,639496.000872824,512_326,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_127,1,54.70572811212364,54.70572811212364,32.61815234459439,WATCH,0,3015750.5044235187,639496.000872824,512_511,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_128,1,71.85938654663786,71.85938654663786,40.3372986401258,WARNING,0,3004150.5044235187,639896.000872824,516_395,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_129,1,65.48982819983803,65.48982819983803,37.47099738406587,WATCH,0,3001650.5044235187,639996.000872824,517_370,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_13,1,70.80601626698139,70.80601626698139,39.86328201428038,WARNING,0,3001150.5044235187,613896.000872824,256_365,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_130,1,73.05442810183098,73.05442810183098,40.8750673399627,WARNING,0,3018450.5044235187,640096.000872824,518_538,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_131,1,74.44229112124447,74.44229112124447,56.48224031408338,WATCH,0,3005650.5044235187,640396.000872824,521_410,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_132,1,65.41671050361985,65.41671050361985,37.43809442076769,WATCH,0,3020450.5044235187,640496.000872824,522_558,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_133,1,64.29109898726098,64.29109898726098,36.9315692384062,WATCH,0,3016250.5044235187,641596.000872824,533_516,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_134,1,64.27027163223528,64.27027163223528,36.92219692864463,WATCH,0,3020850.5044235187,641796.000872824,535_562,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_135,1,63.579638542596285,63.579638542596285,36.61141203830708,WATCH,0,3013350.5044235187,641896.000872824,536_487,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_136,1,62.52749716545807,62.52749716545807,36.13794841859489,WATCH,0,2997950.5044235187,642096.000872824,538_333,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_137,1,55.42110305392063,55.42110305392063,32.94007106840304,WATCH,0,2999050.5044235187,642096.000872824,538_344,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_138,1,65.17404167359726,65.17404167359726,37.32889344725752,WATCH,0,3018250.5044235187,642196.000872824,539_536,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_139,1,62.04061396531289,62.04061396531289,35.918850978529555,WATCH,0,2996450.5044235187,642296.000872824,540_318,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_14,1,68.59535424024216,68.59535424024216,38.86848410224773,WATCH,0,3015350.5044235187,614496.000872824,262_507,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_140,1,71.76307364838092,71.76307364838092,40.29395783591017,WARNING,0,3005650.5044235187,642296.000872824,540_410,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_141,1,68.72687057554697,68.72687057554697,38.92766645313489,WATCH,0,3003950.5044235187,642496.000872824,542_393,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_142,1,77.97996425664276,77.97996425664276,57.7652073841378,CRITICAL,0,3004350.5044235187,642996.000872824,547_397,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_143,1,81.40211139924729,81.40211139924729,59.07143519740894,CRITICAL,0,3004850.5044235187,643096.000872824,548_402,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_144,1,70.3078036731856,70.3078036731856,39.63908634707228,WATCH,0,3005550.5044235187,643096.000872824,548_409,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_145,1,74.25706372970966,74.25706372970966,56.07129202499037,WATCH,0,2998950.5044235187,643196.000872824,549_343,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_146,1,78.25703598102095,78.25703598102095,57.97366316123921,CRITICAL,0,3001050.5044235187,643196.000872824,549_364,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_147,1,63.74813783646253,63.74813783646253,36.68723672054689,WATCH,0,3027950.5044235187,643396.000872824,551_633,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_148,1,63.45920622964324,63.45920622964324,36.55721749747821,WATCH,0,3023950.5044235187,643496.000872824,552_593,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_149,1,75.40811940149176,75.40811940149176,56.402470296989286,CRITICAL,0,2999050.5044235187,643696.000872824,554_344,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_15,1,58.38476064370776,58.38476064370776,34.27371698380725,WATCH,0,3005250.5044235187,615096.000872824,268_406,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_150,1,59.62580422028395,59.62580422028395,34.832186593266535,WATCH,0,3006550.5044235187,643896.000872824,556_419,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_151,1,62.69283769156003,62.69283769156003,36.21235165534077,WATCH,0,3028250.5044235187,644096.000872824,558_636,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_152,1,57.366625226791655,57.366625226791655,33.815556046195,WATCH,0,2997650.5044235187,644496.000872824,562_330,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_153,1,55.8220494309424,55.8220494309424,33.12049693806284,WATCH,0,3015050.5044235187,644496.000872824,562_504,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_154,1,63.65676859073066,63.65676859073066,36.64612055996755,WATCH,0,2998550.5044235187,644596.000872824,563_339,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_155,1,64.61921447344162,64.61921447344162,37.07922120718748,WATCH,0,3006050.5044235187,644896.000872824,566_414,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_156,1,67.30916080347352,67.30916080347352,38.28969705570184,WATCH,0,3004850.5044235187,645296.000872824,570_402,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_157,1,65.03513427705447,65.03513427705447,37.26638511881327,WATCH,0,3009150.5044235187,647596.000872824,593_445,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_158,1,63.98901903064362,63.98901903064362,36.79563325792838,WATCH,0,3023950.5044235187,647596.000872824,593_593,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_159,1,53.08065315076598,53.08065315076598,31.88686861198345,WATCH,0,3025350.5044235187,647596.000872824,593_607,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_16,1,69.49930026400203,69.49930026400203,39.27525981293967,WATCH,0,3015450.5044235187,615396.000872824,271_508,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_160,1,68.94266377800926,68.94266377800926,39.02477339424292,WARNING,0,3046650.5044235187,647896.000872824,596_820,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_161,1,67.63648310939755,67.63648310939755,38.43699209336765,WATCH,0,3004450.5044235187,648696.000872824,604_398,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_162,1,60.28889220679968,60.28889220679968,35.13057618719861,WATCH,0,3008250.5044235187,648696.000872824,604_436,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_163,1,65.33320588284401,65.33320588284401,37.40051734141856,WATCH,0,3022250.5044235187,648996.000872824,607_576,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_164,1,65.62549878043468,65.62549878043468,37.53204914533436,WATCH,0,3034550.5044235187,649696.000872824,614_699,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_165,1,69.41428517494151,69.41428517494151,39.23700302286243,WARNING,0,3032950.5044235187,649896.000872824,616_683,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_166,1,71.66706495774277,71.66706495774277,40.250753925123,WARNING,0,3033850.5044235187,649896.000872824,616_692,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_167,1,65.36886895168338,65.36886895168338,37.41656572239628,WATCH,0,3037050.5044235187,650196.000872824,619_724,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_168,1,61.186985804577866,61.186985804577866,35.53471830619879,WARNING,0,3005950.5044235187,650296.000872824,620_413,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_169,1,66.23604917962466,66.23604917962466,37.80679682496985,WATCH,0,3038450.5044235187,650496.000872824,622_738,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_17,1,66.08697048298004,66.08697048298004,37.73971141147977,WATCH,0,3016950.5044235187,615596.000872824,273_523,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_170,1,73.42176860609462,73.42176860609462,41.040370566881336,WARNING,0,3007150.5044235187,651896.000872824,636_425,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_171,1,70.9591090067072,70.9591090067072,39.932173747157,WARNING,0,3016850.5044235187,651896.000872824,636_522,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_172,1,56.73476017018879,56.73476017018879,33.53121677072371,WATCH,0,3042950.5044235187,651896.000872824,636_783,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_173,1,59.93742175036084,59.93742175036084,34.97241448180113,WATCH,0,3043750.5044235187,651996.000872824,637_791,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_174,1,70.32646434384975,70.32646434384975,53.15638823419809,WATCH,0,3069450.5044235187,652296.000872824,640_1048,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_175,1,56.6761898006412,56.6761898006412,33.504860104427294,WATCH,0,3046950.5044235187,652396.000872824,641_823,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_176,1,71.31323610062255,71.31323610062255,40.0915309394189,WARNING,0,3032750.5044235187,652596.000872824,643_681,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_177,1,68.43094236973678,68.43094236973678,38.79449876052031,WARNING,0,3068850.5044235187,652696.000872824,644_1042,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_178,1,64.15913191729199,64.15913191729199,36.87218405692015,WATCH,0,3018850.5044235187,652996.000872824,647_542,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_179,1,68.07608919314372,68.07608919314372,38.63481483105343,WARNING,0,3066450.5044235187,653496.000872824,652_1018,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_18,1,68.5843328622764,68.5843328622764,38.863524482163136,WATCH,0,3015750.5044235187,615996.000872824,277_511,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_180,1,75.78668704996953,75.78668704996953,56.36571418577398,CRITICAL,0,3064650.5044235187,654796.000872824,665_1000,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_181,1,73.01595314273283,73.01595314273283,40.857753608368526,WARNING,0,3047250.5044235187,654996.000872824,667_826,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_182,1,60.29498639951397,60.29498639951397,35.13331857392004,WATCH,0,3032650.5044235187,655296.000872824,670_680,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_183,1,52.5330734609768,52.5330734609768,31.64045775157832,WATCH,0,3034650.5044235187,656496.000872824,682_700,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_184,1,53.63309758351842,53.63309758351842,32.13546860672204,WATCH,0,3044650.5044235187,656796.000872824,685_800,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_185,1,65.97741836758726,65.97741836758726,37.69041295955302,WARNING,0,3045850.5044235187,657096.000872824,688_812,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_186,1,59.44026459059004,59.44026459059004,34.74869375990427,WATCH,0,3019850.5044235187,657296.000872824,690_552,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_187,1,57.40047783139508,57.40047783139508,33.83078971826654,WATCH,0,3062450.5044235187,657496.000872824,692_978,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_188,1,54.298046018050506,54.298046018050506,32.43469540226148,WATCH,0,3060850.5044235187,658096.000872824,698_962,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_189,1,66.79053763464147,66.79053763464147,38.05631662972741,WATCH,0,3048050.5044235187,658196.000872824,699_834,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_19,1,68.44714941669467,68.44714941669467,38.80179193165136,WATCH,0,3004450.5044235187,616096.000872824,278_398,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_190,1,56.426127530291225,56.426127530291225,33.392332082769805,WATCH,0,3018750.5044235187,658296.000872824,700_541,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_191,1,63.68143256458395,63.68143256458395,36.65721934820153,WATCH,0,3026050.5044235187,658296.000872824,700_614,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_192,1,63.800030590920585,63.800030590920585,36.71058846005302,WATCH,0,3035950.5044235187,658296.000872824,700_713,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_193,1,68.51995784537263,68.51995784537263,38.83455572455644,WATCH,0,3009950.5044235187,658496.000872824,702_453,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_194,1,65.21306531571706,65.21306531571706,37.34645408621143,WATCH,0,3008850.5044235187,658796.000872824,705_442,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_195,1,70.26253255642361,70.26253255642361,39.61871434452938,WARNING,0,3048150.5044235187,658796.000872824,705_835,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_196,1,51.066483235809606,51.066483235809606,30.98049215025308,WATCH,0,3023250.5044235187,658996.000872824,707_586,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_197,1,60.18449436464758,60.18449436464758,35.08359715823016,WATCH,0,3014150.5044235187,659096.000872824,708_495,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_198,1,63.07746258178797,63.07746258178797,36.38543285594334,WATCH,0,3011150.5044235187,659296.000872824,710_465,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_199,1,65.65690797965853,65.65690797965853,37.54618328498509,WATCH,0,3035050.5044235187,659296.000872824,710_704,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_2,1,56.54807459573642,56.54807459573642,33.447208262220144,WARNING,0,3016750.5044235187,606596.000872824,183_521,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_20,1,60.85790362571893,60.85790362571893,35.38663132571227,WATCH,0,3002750.5044235187,616196.000872824,279_381,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_200,1,65.71395566708267,65.71395566708267,37.571854744325954,WATCH,0,3035950.5044235187,659496.000872824,712_713,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_201,1,71.28975268875999,71.28975268875999,40.08096340408076,WARNING,0,3031550.5044235187,659596.000872824,713_669,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_202,1,72.49361682620668,72.49361682620668,54.63969983003432,WATCH,0,3033850.5044235187,659796.000872824,715_692,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_203,1,72.22101296928687,72.22101296928687,40.50003053031785,WARNING,0,3057250.5044235187,659796.000872824,715_926,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_204,1,70.19224678700026,70.19224678700026,39.58708574828887,WATCH,0,3028750.5044235187,659996.000872824,717_641,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_205,1,54.9517768424369,54.9517768424369,47.0528310040046,WATCH,0,3055950.5044235187,660196.000872824,719_913,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_206,1,70.78400902971526,70.78400902971526,39.85337875751063,WARNING,0,3012950.5044235187,660396.000872824,721_483,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_207,1,71.03398723794774,71.03398723794774,39.96586895121524,WARNING,0,3047650.5044235187,660796.000872824,725_830,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_208,1,70.02527103387112,70.02527103387112,39.51194665938076,WATCH,0,3009150.5044235187,660996.000872824,727_445,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_209,1,64.78736387998521,64.78736387998521,37.1548884401321,WATCH,0,3014750.5044235187,660996.000872824,727_501,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_21,1,67.56666168269055,67.56666168269055,38.4055724513495,WATCH,0,3014950.5044235187,616496.000872824,282_503,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_210,1,65.4590472982287,65.4590472982287,37.45714597834167,WATCH,0,3047950.5044235187,661496.000872824,732_833,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_211,1,70.53751811998428,70.53751811998428,39.742457848131686,WARNING,0,3013350.5044235187,661896.000872824,736_487,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_212,1,60.80328108818732,60.80328108818732,35.36205118382305,WATCH,0,3020050.5044235187,662496.000872824,742_554,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_213,1,81.36352779998249,81.36352779998249,59.43106220413088,CRITICAL,0,3049050.5044235187,662696.000872824,744_844,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_214,1,70.0266646140948,70.0266646140948,39.51257377048142,WARNING,0,3013650.5044235187,662896.000872824,746_490,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_215,1,74.64071558108132,74.64071558108132,44.67077996973004,WARNING,0,3051250.5044235187,662996.000872824,747_866,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_216,1,70.03085798783806,70.03085798783806,39.51446078866588,WARNING,0,3010150.5044235187,663096.000872824,748_455,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_217,1,53.37741086260847,53.37741086260847,32.02040958231257,WATCH,0,3050550.5044235187,663196.000872824,749_859,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_218,1,56.82506775470933,56.82506775470933,33.571855183757954,WARNING,0,3052950.5044235187,663196.000872824,749_883,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_219,1,70.34176777802631,70.34176777802631,39.6543701942506,WARNING,0,3008950.5044235187,663496.000872824,752_443,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_22,1,62.09772374377172,62.09772374377172,35.94455037883603,WATCH,0,3020650.5044235187,616596.000872824,283_560,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_220,1,69.0377878246193,69.0377878246193,39.06757921521744,WATCH,0,3027950.5044235187,663696.000872824,754_633,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_221,1,53.87418652014213,53.87418652014213,32.24395862820271,WATCH,0,3015350.5044235187,664296.000872824,760_507,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_222,1,81.5371434211329,81.5371434211329,59.54161084537017,CRITICAL,0,3009550.5044235187,664496.000872824,762_449,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_223,1,66.1554629663011,66.1554629663011,37.77053302897425,WARNING,0,3057150.5044235187,666296.000872824,780_925,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_224,1,57.60437235586416,57.60437235586416,33.92254225427762,WATCH,0,3015550.5044235187,667696.000872824,794_509,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_225,1,70.68303800965201,70.68303800965201,39.80794179848216,WARNING,0,3030050.5044235187,668396.000872824,801_654,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_226,1,77.36782887959447,77.36782887959447,56.4285127162491,CRITICAL,0,3015850.5044235187,669396.000872824,811_512,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_227,1,64.68508219581983,64.68508219581983,37.10886168225768,WATCH,0,3062450.5044235187,670996.000872824,827_978,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_228,1,73.59881740813044,73.59881740813044,41.12004252779746,WARNING,0,3063650.5044235187,671496.000872824,832_990,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_229,1,70.64738755352505,70.64738755352505,39.79189909322503,WARNING,0,3028950.5044235187,671996.000872824,837_643,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_23,1,64.08456796697298,64.08456796697298,36.8386302792766,WATCH,0,3002750.5044235187,616996.000872824,287_381,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_230,1,62.89618549436023,62.89618549436023,36.30385816660086,WATCH,0,3028350.5044235187,675696.000872824,874_637,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_231,1,58.169662046101045,58.169662046101045,34.17692261488423,WATCH,0,3029250.5044235187,676296.000872824,880_646,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_232,1,72.6775288312682,72.6775288312682,40.70546266820945,WARNING,0,3015750.5044235187,676796.000872824,885_511,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_233,1,62.59399801674932,62.59399801674932,36.167873801675945,WATCH,0,3028050.5044235187,676796.000872824,885_634,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_234,1,67.78940374809461,67.78940374809461,38.50580638078133,WARNING,0,3028550.5044235187,677496.000872824,892_639,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_235,1,68.28596313680065,68.28596313680065,38.729258105699046,WARNING,0,3029350.5044235187,677996.000872824,897_647,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_236,1,62.22574933345575,62.22574933345575,36.00216189419384,WATCH,0,3018750.5044235187,678596.000872824,903_541,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_237,1,56.20006572717126,56.20006572717126,33.29060427136582,WATCH,0,3022650.5044235187,681696.000872824,934_580,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_238,1,59.818474070217945,59.818474070217945,34.91888802573683,WATCH,0,3028350.5044235187,695696.000872824,1074_637,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_239,1,53.39600524161362,53.39600524161362,32.02877705286488,WARNING,0,2996750.5044235187,697396.000872824,1091_321,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_24,1,75.00390506730277,75.00390506730277,56.70871768871072,CRITICAL,0,3014850.5044235187,617096.000872824,288_502,CRITICAL_RISK_ZONE
RISK_ZONE_ISOLATED_240,1,61.74798844322745,61.74798844322745,35.78716949359111,WARNING,0,3042750.5044235187,700696.000872824,1124_781,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_25,1,64.84308204663454,64.84308204663454,37.1799616151243,WATCH,0,3003550.5044235187,617296.000872824,290_389,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_26,1,71.16515513039316,71.16515513039316,40.02489450281568,WARNING,0,3021750.5044235187,617696.000872824,294_571,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_27,1,58.34133552188406,58.34133552188406,34.254175678986584,WATCH,0,3003950.5044235187,617996.000872824,297_393,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_28,1,57.875316180168376,57.875316180168376,34.044466975214526,WARNING,0,2986450.5044235187,618296.000872824,300_218,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_29,1,72.07638595407285,72.07638595407285,40.434948373471535,WARNING,0,3025450.5044235187,618396.000872824,301_608,HIGH_PRIORITY_RISK_ZONE
RISK_ZONE_ISOLATED_3,1,55.08235970546647,55.08235970546647,32.78763656159867,WATCH,0,2968550.5044235187,606796.000872824,185_39,MONITORING_RISK_ZONE
RISK_ZONE_ISOLATED_30,1,66.55691885286998,66.55691885286998,37.95118817793025,WATCH,0,3015950.5044235187,618496.000872824,302_513,MONITORING_RISK_ZONE
