cell_id,unified_risk_score,confidence_score,rainfall_trigger_score,soil_wetness_score,spatial_pressure_score,temporal_category,anomaly_category,alert_priority_score,alert_level,should_alert,alert_reason,alert_action
332_535,71.02627761831019,82.02829636866386,24.072700691121742,13.215996809055468,98.44948481912148,LOW,NORMAL,54.72982234524656,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
333_646,19.723823326927302,79.05727156064137,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,16.876295191256045,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
334_359,76.17416978901717,90.29021587358557,24.072700691121742,13.215996809055468,99.79390476190476,LOW,NORMAL,57.248036813482194,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
334_406,75.17860865206639,87.91282203016809,24.072700691121742,13.215996809055468,76.28382582533749,LOW,NORMAL,53.273522461369254,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
334_536,81.57639807078868,89.55059267436661,24.072700691121742,13.215996809055468,92.01374242424244,LOW,NORMAL,58.512015189630034,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
334_764,24.135860900718512,77.00473600655877,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,18.86171209946209,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
335_896,12.785597204133776,76.91161912344188,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,13.754093435998957,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
336_399,66.27256353596233,80.35505958976873,24.072700691121742,13.215996809055468,94.50152522316183,LOW,NORMAL,51.99845706879608,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
337_398,70.52761105937387,84.93609444532291,24.072700691121742,13.215996809055468,90.58219540229884,LOW,NORMAL,53.32532898120182,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
337_820,18.36867641918113,77.09415749416206,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,16.266479082770267,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_294,50.12911027363913,60.01386313754442,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,30.558674317276363,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_466,77.91788972520311,86.4395250750224,24.072700691121742,13.215996809055468,97.30165530482373,LOW,NORMAL,57.658873366203714,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
338_513,56.23313705680823,81.23491987088696,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,33.30548636970246,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_924,16.630505868046633,76.95200873383149,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.48430233475974,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_1072,24.77382384029727,76.86087237019514,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,19.148795422272528,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_1406,29.893824600999565,60.43854135095428,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,21.45279576458856,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
338_1654,14.670241259804408,82.01566780203602,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.60218326105074,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
339_465,73.41630411876913,88.52014521246073,24.072700691121742,13.215996809055468,97.13212329362504,LOW,NORMAL,55.60773004162863,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
339_466,75.0720942548634,89.71003865235417,24.072700691121742,13.215996809055468,97.03516901333742,LOW,NORMAL,56.3382924608279,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
339_467,78.26516597764578,90.75703898967916,24.072700691121742,13.215996809055468,96.56595775105474,LOW,NORMAL,57.704793046737564,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
339_490,77.05502098888746,89.42366510028756,24.072700691121742,13.215996809055468,99.34179184704185,LOW,NORMAL,57.57660291619439,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
339_491,82.02844343111957,90.26104135095426,24.072700691121742,13.215996809055468,99.13709987465666,LOW,NORMAL,59.783939219341065,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
340_465,69.42638390569161,86.05168367399915,24.072700691121742,13.215996809055468,97.33325719675896,LOW,NORMAL,53.84243603121382,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
341_486,80.24359358435493,90.72655197669216,24.072700691121742,13.215996809055468,98.85262115892792,LOW,NORMAL,58.93808498093766,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
342_465,62.254034231027575,76.03026337534487,24.072700691121742,13.215996809055468,98.14981736924187,LOW,NORMAL,50.73736270348744,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
342_468,69.68523148338375,86.71837913889168,24.072700691121742,13.215996809055468,97.27893386258252,LOW,NORMAL,53.95076894104882,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
343_359,66.05082243071963,84.36124673972135,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,37.72344478796259,ROUTINE,0,elevated landslide risk,Routine monitoring.
345_474,67.96426475163008,88.54531428581161,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,38.58449383237229,ROUTINE,0,elevated landslide risk,Routine monitoring.
346_836,21.581164327885823,77.12473600655878,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.712098641687376,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
348_1302,10.386269884676292,83.13506658507117,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,12.674396142243086,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
350_510,74.50041366100665,86.10895737778165,24.072700691121742,13.215996809055468,97.6019649446638,LOW,NORMAL,56.16605558329132,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
350_606,72.94152796144361,90.80482968735362,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,40.82426227678838,ROUTINE,0,elevated landslide risk,Routine monitoring.
351_413,69.66914351630781,90.54280640408294,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,39.35168927647727,ROUTINE,0,elevated landslide risk,Routine monitoring.
351_482,61.35612034981855,86.24414826472385,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,35.6108288515571,ROUTINE,0,elevated landslide risk,Routine monitoring.
351_510,74.89145531246072,88.9550994382967,24.072700691121742,13.215996809055468,96.39917783780774,LOW,NORMAL,56.161606260417244,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
353_512,73.58439892247063,87.57219900539631,24.072700691121742,13.215996809055468,97.24428365791354,LOW,NORMAL,55.70019675793757,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
355_106,19.18270169919941,80.08816986519025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,16.63279045877849,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
355_852,18.8404549387394,77.09746327928603,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,16.478779416571488,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
356_608,50.00591588682762,47.61597641588936,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,30.503236843211187,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
358_530,58.56662819769603,85.32919194677348,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,34.35555738310197,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
358_1363,12.893261058957169,82.83380530397937,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,13.802542170669483,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
360_264,41.81076764681826,51.382704217867925,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,26.815420135206974,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
360_519,57.1426898372783,82.57911340462593,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,33.71478512091399,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
360_1070,23.205958086639622,81.35813033949856,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,18.443255833126585,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
363_189,29.099995436244512,70.30059206064185,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,21.095572640448786,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
363_966,17.773086253732224,76.99928146110422,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.998463508318256,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
364_545,58.2976906947719,70.78382832334017,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,34.23453550678611,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
367_468,29.19526480835909,77.67719618635891,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,21.13844385790035,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
368_367,80.68829355966977,90.95888314552334,24.072700691121742,13.215996809055468,98.50797474747476,LOW,NORMAL,59.08650300811137,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
368_829,15.71631219510885,77.17597567598025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.072915181937738,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
369_539,70.34750812120066,88.19455305315583,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,39.65695334867905,ROUTINE,0,elevated landslide risk,Routine monitoring.
370_476,21.884625228018173,70.29152911615823,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.848656046746935,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
372_119,17.37965672442332,80.34652547471148,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.821420220129252,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
372_368,83.18796087825785,89.61895752568861,24.072700691121742,13.215996809055468,99.65435555555555,LOW,NORMAL,60.38331042268812,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
373_448,63.59635208293233,82.07628271892293,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.6189331314583,ROUTINE,0,elevated landslide risk,Routine monitoring.
373_717,20.853418769590483,76.96109964292239,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.384613140454473,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
376_613,73.49140396767824,86.86990351152096,24.072700691121742,13.215996809055468,98.8285502136752,LOW,NORMAL,55.89598901164524,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
376_614,79.91005577072916,89.99365612254633,24.072700691121742,13.215996809055468,96.15600631313131,LOW,NORMAL,58.38350073793657,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
377_494,62.88445303089592,79.13731381248107,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.29857855804192,ROUTINE,0,elevated landslide risk,Routine monitoring.
377_504,61.036373053238265,86.45190300997857,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,35.46694256809597,ROUTINE,0,elevated landslide risk,Routine monitoring.
379_464,80.70957684160345,90.65333769097788,24.072700691121742,13.215996809055468,99.74734188034188,LOW,NORMAL,59.281985554911586,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
381_395,59.95420500470179,86.35067351118602,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,34.979966946254564,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
381_468,80.95572727096128,91.06756846020866,24.072700691121742,13.215996809055468,98.92799519681788,LOW,NORMAL,59.26985124559401,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
382_638,14.66471704505372,82.65150851933485,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.599697364412929,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
383_922,10.668209968768457,77.17928146110421,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,12.80126918008456,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
384_469,73.52387060282236,87.0702622557748,24.072700691121742,13.215996809055468,99.69406733886876,LOW,NORMAL,56.04042656623913,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
384_549,27.25583096255721,77.08356943761358,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,20.2656986272895,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
384_1393,14.116593584696313,81.9483376909779,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.353041807252097,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
386_469,75.39661437148945,90.87794623845878,24.072700691121742,13.215996809055468,99.07355587502396,LOW,NORMAL,56.7900845425626,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
386_471,78.80390322871324,90.93027872291891,24.072700691121742,13.215996809055468,98.6543423392998,LOW,NORMAL,58.26048249795468,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
386_685,22.20931302815606,76.9120087338315,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.994765556808986,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
388_927,23.71604033053098,77.08178146110421,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,18.672792842877698,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
391_315,20.88564987429138,71.69359743123763,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.399117137569878,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
391_522,70.78805708907795,88.45658819047841,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,39.855200384223835,ROUTINE,0,elevated landslide risk,Routine monitoring.
393_437,69.04545647776386,90.0722523477497,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,39.071030109132494,ROUTINE,0,elevated landslide risk,Routine monitoring.
394_671,27.29615029365728,80.24403141703064,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,20.28384232628453,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
394_1262,11.426933424442003,82.60207366889642,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,13.142694735137656,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
394_1503,14.30552513877258,80.88697405461426,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.438061006586416,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
395_1491,9.90855797377598,83.17597567598025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,12.459425782337949,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
396_198,13.684498583010258,81.40616690442803,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.158599056493372,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
396_1282,20.86182347807564,76.9310996429224,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.388395259272794,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
396_1560,16.86598141973531,80.46247508566148,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.590266333019645,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
397_969,21.87722014047602,77.03269055201332,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.845323757352965,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
398_366,69.59787824313437,88.87969981722372,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,39.319619903549224,ROUTINE,0,elevated landslide risk,Routine monitoring.
398_393,44.7924437378014,52.27403775201624,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,28.157174376149385,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
398_514,71.31131134003066,89.28936416450438,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,40.09066479715255,ROUTINE,0,elevated landslide risk,Routine monitoring.
398_612,29.26394684237593,72.6134547129933,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,21.169350773207924,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
398_636,26.151842677477127,68.47677847943844,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,19.768903899003465,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
398_724,16.0367563444873,76.95291782474058,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.217115049158043,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
399_176,35.78774676782468,66.99635317816451,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,24.105060739659862,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
399_549,67.18849820563644,84.37069533333556,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,38.23539888667515,ROUTINE,0,elevated landslide risk,Routine monitoring.
400_148,53.44421668232804,66.79090239899718,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,32.05047220118637,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
404_506,51.72368089116648,75.21849814975494,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,31.276231095163674,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
405_401,62.13654808104782,82.77467030128516,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,35.96202133061028,ROUTINE,0,elevated landslide risk,Routine monitoring.
406_394,51.94659770188708,66.61395240211233,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,31.37654365998794,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
406_456,60.19370312705063,85.3792070609696,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,35.087741101311536,ROUTINE,0,elevated landslide risk,Routine monitoring.
406_513,78.65168062247697,89.76046874174534,24.072700691121742,13.215996809055468,97.513006993007,LOW,NORMAL,58.02078202320445,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
407_527,72.01170468000669,90.50119483383504,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,40.405841800141765,ROUTINE,0,elevated landslide risk,Routine monitoring.
407_1330,12.41249271569401,83.17597567598025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,13.586196416201059,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
408_650,56.10435571510229,72.49871177922434,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,33.24753476593478,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
409_488,80.97082874726225,89.9176986365862,24.072700691121742,13.215996809055468,95.46051007164677,LOW,NORMAL,58.75652414115378,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
409_509,78.97530492845863,88.45600820228478,24.072700691121742,13.215996809055468,98.62904545454548,LOW,NORMAL,58.333818730126964,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
409_663,77.5104051536246,84.63986116750135,24.072700691121742,13.215996809055468,91.08981046961726,LOW,NORMAL,56.543728583712415,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
410_480,73.2467492119927,84.70632400947224,24.072700691121742,13.215996809055468,93.5159640522876,LOW,NORMAL,54.989006447378614,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
410_491,81.56854095472158,86.05698582666889,24.072700691121742,13.215996809055468,98.763564364576,LOW,NORMAL,59.52095277844987,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
410_662,77.91140689496193,83.98338764102786,24.072700691121742,13.215996809055468,91.4909887357955,LOW,NORMAL,56.78435610724095,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
410_712,21.20927526416005,82.97473600655877,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.544748563010778,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
411_386,69.08829002596465,86.41892630332599,24.072700691121742,13.215996809055468,97.17739875589874,LOW,NORMAL,53.666915019207664,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
412_399,62.42470920059856,86.56953859844717,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.091693834408105,ROUTINE,0,elevated landslide risk,Routine monitoring.
412_530,55.53371352215811,59.12588499568169,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,32.9907457791099,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
412_660,65.40131411505168,73.36084655519629,24.072700691121742,13.215996809055468,93.78598921448922,LOW,NORMAL,51.49906442808539,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
413_231,15.865883166077277,80.35862539779994,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.140222118873531,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
413_476,81.06302014179866,83.78413983001533,24.072700691121742,13.215996809055468,94.3049438502674,LOW,NORMAL,58.62467533548826,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
413_656,76.10181017802027,82.46077025841043,24.072700691121742,13.215996809055468,84.59825758383131,LOW,NORMAL,54.93612791182258,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
413_847,21.341127156023333,77.17597567598025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.60408191434926,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
414_365,65.77825898598773,88.31650676925693,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,37.600791237833235,ROUTINE,0,elevated landslide risk,Routine monitoring.
414_425,71.59828003743938,90.16824028838047,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,40.219800710986476,ROUTINE,0,elevated landslide risk,Routine monitoring.
415_392,73.53589443175383,90.2546020826146,24.072700691121742,13.215996809055468,98.35421323529413,LOW,NORMAL,55.8448591737221,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
416_384,75.01474899748746,88.06373883423615,24.072700691121742,13.215996809055468,95.77017025723116,LOW,NORMAL,56.12273728159279,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
418_645,64.12974686679004,78.67706895970917,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.858960784194274,ROUTINE,0,elevated landslide risk,Routine monitoring.
419_394,79.37117675582513,89.4392362776853,24.072700691121742,13.215996809055468,99.05180397951142,LOW,NORMAL,58.57537483118678,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
419_1157,23.465473638857013,82.87506068188344,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,18.560037831624413,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
420_476,27.59925503954768,78.08990231526225,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,20.42023946193521,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
422_365,79.60899654502226,89.70999202501594,24.072700691121742,13.215996809055468,92.81736302424969,LOW,NORMAL,57.74722759303623,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
424_174,54.04972210046353,68.98113082707425,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,32.32294963934734,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
424_402,65.3408356513017,87.6723293553419,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,37.40395073722452,ROUTINE,0,elevated landslide risk,Routine monitoring.
425_362,72.66655869247467,82.9675931738671,24.072700691121742,13.215996809055468,98.58585981912148,LOW,NORMAL,55.48840507862058,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
425_396,42.92873121182745,56.50430308921602,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,27.318503739461107,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
425_431,63.92141657831796,85.61781414204526,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.765212154381835,ROUTINE,0,elevated landslide risk,Routine monitoring.
426_225,20.060498128028406,79.87423289307146,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.02779885175154,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
426_461,65.91271902101722,89.62338081743644,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,37.661298253596506,ROUTINE,0,elevated landslide risk,Routine monitoring.
426_780,14.008370555230403,76.72109964292241,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,14.304341443992438,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
427_810,10.874977185956045,77.06688476688934,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,12.894314427818976,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
427_1149,17.161101979548924,83.17597567598025,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,15.723070584935773,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
428_451,77.12415984408705,90.46108429043404,24.072700691121742,13.215996809055468,95.50610460066548,LOW,NORMAL,57.032362314077744,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
428_454,68.17435564672452,86.11027813331415,24.072700691121742,13.215996809055468,99.2284609795347,LOW,NORMAL,53.563303882095,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
429_1090,22.627522755909723,83.17928146110421,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,18.182959934298133,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
430_437,55.76703571657527,79.94912053188605,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,33.09574076659763,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
431_493,64.62148637249004,88.70255235334703,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,37.080243561759275,ROUTINE,0,elevated landslide risk,Routine monitoring.
431_668,49.10675048086963,64.2643469355764,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,30.098612410530087,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
435_1590,20.7433240449202,73.61788314552334,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.335070514352847,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
437_491,62.39450844127935,89.04693756333944,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,36.07810349271446,ROUTINE,0,elevated landslide risk,Routine monitoring.
441_401,54.009425031104605,61.18930859173493,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,32.304815958135826,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
443_1108,20.16144847768016,83.17928146110421,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,17.07322650909483,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
445_369,80.16856851143925,89.67436041825061,24.072700691121742,13.215996809055468,96.42900485290558,LOW,NORMAL,58.54078125222225,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
445_447,61.99169706453964,83.83860811446155,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,35.896838373181595,ROUTINE,0,elevated landslide risk,Routine monitoring.
446_347,58.18785656753366,79.8083081750393,24.072700691121742,13.215996809055468,0.0,LOW,NORMAL,34.1851101495289,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
446_365,73.47898020872879,87.19696974557127,24.072700691121742,13.215996809055468,97.85025777844538,LOW,NORMAL,55.74365445483352,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
447_1052,13.634112693001915,82.84519055201332,24.072700691121742,13.215996809055468,0.097687501720193,LOW,NORMAL,14.150578531247646,ROUTINE,0,no current multi-signal escalation,Routine monitoring.
448_373,70.1606155088722,87.1690501345627,24.072700691121742,13.215996809055468,98.65193871983068,LOW,NORMAL,54.37064248110585,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
448_377,75.53309640468176,89.83237377797352,24.072700691121742,13.215996809055468,96.41194286840036,LOW,NORMAL,56.4522595065056,ROUTINE,0,elevated landslide risk; elevated neighbouring-cell risk,Routine monitoring.
