cell_id,label,risk_probability,factor_1,factor_1_contribution,factor_1_value,factor_2,factor_2_contribution,factor_2_value,factor_3,factor_3_contribution,factor_3_value,factor_4,factor_4_contribution,factor_4_value,factor_5,factor_5_contribution,factor_5_value
467_337,1,0.8523422159539809,settlement_distance_m,-0.08415568320568312,227.5591807612112,elevation_std_m,0.04399978354978362,17.670509338378906,near_settlement_1km,-0.02775763793889663,1.0,slope_deg,0.025560389610389533,34.64451599121094,road_distance_m,0.02385634920634927,36.055589957416494
468_344,1,0.8399647420067392,aspect_sin,-0.05994645099645102,-1.0,settlement_distance_m,-0.042815585950692236,530.0005519746542,road_distance_m,0.038072943722943564,8.800682400583614,near_settlement_1km,-0.024972302860538198,1.0,elevation_std_m,0.02283506493506471,14.543251991271973
480_1139,0,2.1798365122615804e-05,road_distance_m,-0.1903725219225219,5382.8176284648725,near_road_250m,-0.04120756671424245,0.0,road_density_500m_km_per_km2,-0.017775974025974025,0.0,amenity_distance_m,-0.0038,18741.91494077671,settlement_distance_m,-0.003721461187214612,16629.215857547362
484_334,1,0.8618685036660038,elevation_m,0.057421428571428845,306.0,road_density_500m_km_per_km2,-0.04447590187590178,3.5132618345781794,settlement_distance_m,0.033225396825396936,1621.574654952383,elevation_std_m,0.016928571428571293,13.968217849731444,road_distance_m,0.009060173160173268,36.62390854435001
492_301,0,0.7140058062002969,elevation_std_m,-0.1558197759050347,6.07565450668335,road_density_500m_km_per_km2,0.0999440476190474,38.54184821594372,elevation_m,0.0883938766547464,1233.0,aspect_cos,-0.06355108225108208,0.7399401598691557,slope_deg,-0.04360147907647849,14.134594917297363
500_338,1,0.9874196969696969,elevation_m,0.06839314574314559,659.0,elevation_std_m,0.03480490620490628,20.18800544738769,slope_deg,0.0161610776957386,42.04359817504883,road_distance_m,0.015191829004328805,7.750316551703436,road_density_500m_km_per_km2,0.009567460317460252,9.98141475567472
500_339,1,0.9787393536695862,elevation_m,0.07504454847478093,653.0,elevation_std_m,0.0450952380952383,16.53279685974121,slope_deg,0.028474385189278695,33.197303771972656,road_distance_m,0.01416801948051949,16.40232405846152,aspect_sin,-0.01114458874458879,-0.9320047805101348
505_335,1,0.9127878081729146,elevation_m,0.06377842712842696,698.0,road_density_500m_km_per_km2,0.028031746031745852,9.98141475567472,elevation_std_m,-0.02471984126984128,10.360179901123049,amenity_distance_m,-0.016120861678004306,1222.8592207215693,road_distance_m,0.014364484126983768,20.46339287490069
505_338,1,0.8442871290738796,elevation_m,0.0932503422933657,792.0,elevation_std_m,-0.0642450440364235,9.067646980285645,slope_deg,-0.02986466636811469,19.7655086517334,road_distance_m,0.028307720057720087,26.11627541449502,aspect_sin,-0.02256910866910855,-0.7071067811865475
506_339,1,0.9609193362193363,elevation_m,0.07712842712842727,846.0,road_distance_m,0.020484055253531808,1.315416268483946,road_density_500m_km_per_km2,0.012844126984127069,10.430191939320398,elevation_std_m,-0.010723685127133398,13.668925285339355,amenities_within_1km,0.004354255319148903,1.0
508_338,1,0.9208585132890369,elevation_m,0.09009911574213902,830.0,road_density_500m_km_per_km2,0.024134584717607988,40.25492792931266,elevation_std_m,-0.016152380952380918,12.631529808044434,amenity_distance_m,-0.015478022992142182,803.7021692895066,aspect_cos,0.009669000933706817,-0.9805806618302796
508_340,1,0.9479601005906241,elevation_m,0.10799197288499629,940.0,road_density_500m_km_per_km2,0.033224103053677956,41.49082246631661,slope_deg,0.021403463203463424,24.23228454589844,amenity_distance_m,-0.01185738807150749,647.6385463564386,road_distance_m,0.011248917748917675,42.56220331192674
508_349,0,0.9561103896103897,elevation_m,0.054511976911976845,1111.0,road_distance_m,0.02886140013087679,2.75195647475648,elevation_std_m,0.011265608465608645,13.833221435546877,aspect_sin,-0.010022366522366544,-0.8882176993303913,aspect_cos,0.006933333333333236,-0.4594228102698283
509_340,1,0.9367069259874494,elevation_m,0.09614839424141763,939.0,road_density_500m_km_per_km2,0.027317124400147774,41.76284792721734,slope_deg,0.020114574314574307,26.376728057861328,amenity_distance_m,-0.014409769023888241,582.698263451421,road_distance_m,0.012809523809523826,44.09958932069082
512_326,1,0.7061318650793652,road_density_500m_km_per_km2,-0.0424613275613277,3.63736265054173,elevation_m,-0.0215724386724383,275.0,settlement_distance_m,-0.020849206349206395,3218.287871307779,aspect_cos,-0.020532428797768065,-0.997925286198596,amenity_distance_m,0.01865936920222655,1866.9098628736765
535_207,0,0.03133903872762534,road_distance_m,-0.21908046589425906,819.5234825141333,near_road_250m,-0.04596555843266897,0.0,amenity_distance_m,0.016903174603174597,1674.9063676414046,elevation_m,0.015052954648217008,526.0,road_density_500m_km_per_km2,-0.01471815395332638,0.0
535_1337,0,2.1798365122615804e-05,road_distance_m,-0.21051061716061711,1283.4117801683544,near_road_250m,-0.03757661433329008,0.0,road_density_500m_km_per_km2,-0.013775974025974025,0.0,amenity_distance_m,-0.0063,20385.60454099598,elevation_std_m,-0.0015,9.768935203552246
536_1256,0,0.006702750746074996,road_distance_m,-0.21300743145743145,829.3386965774697,near_road_250m,-0.06036709052376626,0.0,road_density_500m_km_per_km2,-0.015285281385281381,0.0,amenity_distance_m,-0.009526750700280112,23586.950400877813,settlement_distance_m,-0.005500000000000002,10112.013164605856
542_1302,0,0.002348721442045693,road_distance_m,-0.16970057720057713,749.7391473736594,near_road_250m,-0.0439488365555123,0.0,road_density_500m_km_per_km2,-0.018849050949050948,0.0,settlement_distance_m,-0.004665905631659056,12189.64911867872,amenity_distance_m,-0.004400000000000001,22284.86635936261
544_1333,0,0.004090784934109185,road_distance_m,-0.12806497113997117,654.2581870320035,near_road_250m,-0.041462256468932215,0.0,road_density_500m_km_per_km2,-0.019597463647463648,0.0,elevation_std_m,-0.0067,5.513171672821045,elevation_m,-0.0051666666666666675,4845.0
559_826,0,0.15074982140899074,road_distance_m,-0.3647453975848708,384.601834482963,near_road_250m,-0.08039168896879947,0.0,elevation_m,0.0735405944906861,1329.0,aspect_sin,0.048228787878787954,0.809300231767599,settlement_distance_m,0.0384079365079366,1802.6576139958968
561_186,0,0.1391608200536993,road_distance_m,-0.49146545922258045,247.41771838839577,road_density_500m_km_per_km2,-0.027422799422799432,3.544683516663416,elevation_m,0.02538613199665833,729.0,settlement_distance_m,-0.02285714285714288,4863.758950927246,elevation_std_m,0.020888512949039276,26.592025756835938
568_890,0,0.014805059548383799,road_distance_m,-0.30763810633810634,1359.6525993643388,near_road_250m,-0.09924825935493511,0.0,road_density_500m_km_per_km2,-0.0406515873015873,0.0,amenity_distance_m,0.008835714285714285,1583.668420853909,slope_deg,-0.0053690476190476205,34.58805465698242
577_896,0,0.008362202405526657,road_distance_m,-0.25162677877677875,2085.1034611012064,near_road_250m,-0.07556709052376626,0.0,road_density_500m_km_per_km2,-0.02739920634920635,0.0,settlement_distance_m,0.002733333333333334,5864.051567590524,slope_deg,0.0011999999999999997,26.69297218322754
590_952,0,0.031007475443708608,road_distance_m,-0.3621235407963852,3463.270734505161,near_road_250m,-0.08638720156150444,0.0,settlement_distance_m,0.017982194616977223,1477.2086393686616,elevation_std_m,0.016835714285714284,27.63563537597656,road_density_500m_km_per_km2,-0.008462999762463733,0.0
594_1271,0,2.1798365122615804e-05,road_distance_m,-0.1703092463092463,1526.1355716534342,near_road_250m,-0.0506083603650361,0.0,road_density_500m_km_per_km2,-0.021430735930735932,0.0,amenity_distance_m,-0.005519047619047619,21281.075696153355,elevation_std_m,-0.003771428571428572,7.1024250984191895
596_820,1,0.9655960317460319,elevation_m,0.0736337662337665,885.0,elevation_std_m,0.02965802230802217,18.618986129760746,slope_deg,0.023509764189363347,37.042362213134766,aspect_cos,-0.022688412698412486,0.9875802872969028,road_density_500m_km_per_km2,0.005993650793650773,8.024579905408782
597_790,0,0.026345258278249007,road_distance_m,-0.3559859315097695,709.5590203635819,near_road_250m,-0.06744497761252291,0.0,road_density_500m_km_per_km2,-0.022973172922636866,0.0,elevation_m,0.018702404841535285,1998.0,elevation_std_m,-0.015166208791208776,8.894442558288574
597_841,0,0.07560748959481844,road_distance_m,-0.3523956549603457,909.7670281272104,near_road_250m,-0.11070601295399302,0.0,road_density_500m_km_per_km2,-0.033082973548190925,0.0,settlement_distance_m,0.029996956521739157,102.25908684498262,elevation_m,0.027460007879229878,1919.0
604_932,0,0.016118726627953172,road_distance_m,-0.3609965782306759,4395.974089390811,near_road_250m,-0.08241723732284449,0.0,road_density_500m_km_per_km2,-0.020191630591630597,0.0,aspect_sin,0.012975163398692811,-0.9863938690267596,settlement_distance_m,-0.004899999999999995,3410.849472709061
627_1306,0,0.0006884650317892824,road_distance_m,-0.13081418858918864,4227.904027250174,near_road_250m,-0.03811305011972587,0.0,road_density_500m_km_per_km2,-0.020431529581529585,0.0,elevation_m,-0.005166666666666667,5617.0,amenity_distance_m,-0.004633333333333334,17830.40636838016
638_1523,0,0.0004622024055266562,road_distance_m,-0.11161292596292596,3022.2644603668664,near_road_250m,-0.02283027202825212,0.0,elevation_std_m,-0.007021428571428571,2.0061633586883545,slope_deg,-0.005833333333333333,4.332224845886231,road_density_500m_km_per_km2,-0.0038712842712842707,0.0
661_1267,0,0.004300236593560844,road_distance_m,-0.279474098124098,585.6994202068356,near_road_250m,-0.06666519266317275,0.0,amenity_distance_m,-0.004976190476190477,15376.482987353464,road_density_500m_km_per_km2,-0.004458646908646907,0.0,aspect_cos,0.0022356095198560956,0.6484665577133005
675_1528,0,0.013504915248239501,road_distance_m,-0.08069812409812409,376.13787315019727,elevation_std_m,-0.028330097680097675,0.9938080310821532,slope_deg,-0.01727438672438672,1.9403883218765257,amenity_distance_m,-0.013339449112978526,20893.117656400424,aspect_sin,0.01085714285714286,-1.0
679_1526,0,0.007255792149116399,road_distance_m,-0.12602528860028864,539.4407071597064,near_road_250m,-0.036851700599680695,0.0,elevation_std_m,-0.009299206349206345,4.422166347503662,slope_deg,-0.00876666666666667,9.661434173583984,aspect_cos,0.004911799996046571,0.995037175154562
681_1322,0,0.14916190476190486,elevation_std_m,-0.17539321789321774,2.054804801940918,slope_deg,-0.11547301587301581,5.473633289337158,elevation_m,-0.05076147186147187,4636.0,amenity_distance_m,-0.014565873015872949,12198.914915331645,road_distance_m,0.014280663780663783,40.67095555479026
685_1307,0,2.1798365122615804e-05,road_distance_m,-0.1109499750249751,1004.0892990388456,near_road_250m,-0.016023439730115482,0.0,road_density_500m_km_per_km2,-0.008911688311688312,0.0,elevation_std_m,-0.00495,4.027682304382324,slope_deg,-0.0032,8.615472793579102
688_1274,0,0.007162307171384848,road_distance_m,-0.1468800616050616,1257.2909828883137,near_road_250m,-0.04760170059968069,0.0,road_density_500m_km_per_km2,-0.019686991471238046,0.0,elevation_std_m,-0.010249999999999999,5.328701496124268,amenity_distance_m,-0.00546790890269151,13827.045362266175
721_483,1,0.9810444727891158,elevation_m,0.10375202020202046,1231.0,slope_deg,0.03499581376070737,40.84608459472656,elevation_std_m,0.033413780663780646,20.91664695739746,road_density_500m_km_per_km2,0.015288571428571651,11.275652586632903,aspect_sin,-0.003073809523809423,-0.8228969955273863
727_501,1,0.9463772442997259,elevation_m,0.08820580388603594,1478.0,elevation_std_m,0.020283962780514586,14.016745567321776,road_density_500m_km_per_km2,0.014533809523809449,17.81565186390801,road_distance_m,0.014360515873015789,35.20660373006777,aspect_sin,-0.010703377403377679,-0.8496402418768585
736_487,1,0.9942666666666666,elevation_m,0.04186010101010107,1498.0,elevation_std_m,0.023761196911196714,17.96292495727539,slope_deg,0.02041724233213582,35.77946853637695,road_distance_m,0.0053874999999999895,8.046874691118804,amenity_distance_m,0.005166666666666653,3600.4419027135664
746_490,1,0.9152675886006577,elevation_m,0.03911984126984136,1474.0,road_distance_m,0.036203116883116726,12.326421559889283,amenity_distance_m,-0.036023961352657174,4528.6412460933925,near_settlement_1km,-0.024878291316526968,1.0,aspect_cos,-0.01677857142857142,-0.9309732342191076
748_455,1,0.9891552328623757,elevation_m,0.07089988344988352,640.0,elevation_std_m,0.02808888888888883,19.97220230102539,road_density_500m_km_per_km2,0.0205873015873016,12.3381416347496,slope_deg,0.01721531974491919,37.45338439941406,aspect_sin,0.006695238095237976,-0.5749456367843926
753_473,1,0.8528638319575588,road_density_500m_km_per_km2,0.08959545454545426,37.166172001397626,elevation_m,0.06317642888512431,997.0,amenity_distance_m,-0.054798917748917986,4565.437525675325,aspect_sin,-0.03191803751803757,-0.9037379513642944,elevation_std_m,-0.030810007446029908,8.761588096618652
758_473,1,0.8890063187593875,amenity_distance_m,-0.06023959627329223,4734.598514161144,near_settlement_1km,-0.028578291316526894,1.0,elevation_std_m,0.026161904761904498,18.43573951721192,settlement_distance_m,-0.021306575963718766,833.2420150075319,road_distance_m,0.01891089466089424,9.028705888741891
760_455,1,0.9550379006458013,elevation_m,0.11707111855559615,706.0,road_density_500m_km_per_km2,0.03837936507936501,11.27133153816333,amenity_distance_m,0.012408730158730119,3384.1405415766067,elevation_std_m,-0.011322222222222234,11.713661193847656,slope_deg,0.007532323232322891,24.09501266479492
760_507,1,0.7598383398301051,settlements_within_1km,-0.06541873681873678,3.0,road_distance_m,0.059691650571650934,6.832656494718298,settlement_distance_m,-0.057821552447963054,556.8169603291104,amenity_distance_m,-0.05212170274170258,5997.124667478089,near_settlement_1km,-0.04145845004668536,1.0
760_513,1,0.6394210702414554,settlement_distance_m,-0.0732348835612947,114.93453537505329,elevation_std_m,-0.05789403393541348,8.881941795349121,amenity_distance_m,-0.054569774669775306,6137.630409850664,settlements_within_1km,-0.03940654345654382,3.0,near_settlement_1km,-0.018483053221288626,1.0
761_541,0,0.07937094725544797,road_distance_m,-0.3927962723550959,534.6422760008884,near_road_250m,-0.11802051511849529,0.0,elevation_m,0.055665815556992015,1930.0,aspect_sin,0.044999267399267386,-0.9653633195803908,road_density_500m_km_per_km2,-0.027699811299811306,0.0
774_458,1,0.9186470379370816,elevation_m,0.0640733067586009,768.0,aspect_cos,-0.036341454346686786,0.9994801228091996,road_density_500m_km_per_km2,0.031254365079364965,66.85441031963336,elevation_std_m,-0.010295238095238024,12.87547206878662,aspect_sin,0.00956428571428558,-0.0322410314553884
777_459,1,0.9715950251622747,elevation_m,0.05581849816849793,706.0,road_density_500m_km_per_km2,0.030414177489177407,66.85441031963336,elevation_std_m,0.011477777777777698,14.643921852111816,aspect_cos,0.007780984325751694,0.970142451825584,aspect_sin,0.007568339768339594,-0.2425358183152429
781_458,1,0.9429360682461753,elevation_m,0.03194389499389516,753.0,aspect_cos,-0.029260285515517626,0.990492266396342,road_density_500m_km_per_km2,0.01985198412698408,62.72109941490637,elevation_std_m,0.01715238095238103,14.974051475524902,aspect_sin,0.008975482625482756,-0.1375684201008284
784_1110,0,0.03709090495901181,road_distance_m,-0.32303667651189377,1271.8027148279891,near_road_250m,-0.09305857681525258,0.0,elevation_std_m,0.014770634920634903,29.05870246887207,road_density_500m_km_per_km2,-0.013940027605245,0.0,settlement_distance_m,0.012939813664596261,1504.7119328594274
790_456,1,0.14741959706959704,road_distance_m,-0.123107892107892,193.1681142155992,road_density_500m_km_per_km2,0.09645000000000001,48.44749434869433,elevation_std_m,-0.08909993894993895,2.298684597015381,slope_deg,-0.07520667273902573,4.936678409576416,settlement_distance_m,-0.026360317460317473,1172.997991437144
794_509,1,0.7771534310038686,settlements_within_1km,-0.06815057720057738,2.0,amenity_distance_m,-0.05844360615230182,5519.885146527605,elevation_m,0.04711976356976355,1475.0,near_settlement_1km,-0.0457592436974793,1.0,settlement_distance_m,-0.029931242516348933,820.5036342070255
797_514,1,0.7683808528726179,amenity_distance_m,-0.06621095238095231,5985.620822952964,settlement_distance_m,-0.06398584141570052,383.9768238834793,settlements_within_1km,-0.06129211344211316,2.0,road_distance_m,0.04672253080253086,10.781893387553328,near_settlement_1km,-0.03341797385620915,1.0
798_514,1,0.7183318907236556,amenity_distance_m,-0.09311852813852817,5978.930525784861,settlement_distance_m,-0.07044072618203034,392.01429772361325,settlements_within_1km,-0.061283022533022424,2.0,road_distance_m,0.051075949605949744,4.499053918862424,near_settlement_1km,-0.03959654528478074,1.0
800_474,1,0.08036040542295161,road_distance_m,-0.5357132908027643,310.1995968789418,near_road_250m,-0.10151765849799152,0.0,elevation_m,0.028332330001551942,1098.0,elevation_std_m,0.017107957393483683,22.705848693847656,aspect_cos,0.009185714285714283,0.7958285191506567
805_515,1,0.7093820982938629,settlement_distance_m,-0.07848726451367527,341.3943459592076,amenity_distance_m,-0.07568377819930516,6078.734915061321,settlements_within_1km,-0.048623498723498915,2.0,near_settlement_1km,-0.040777170215405945,1.0,elevation_m,0.021484049284049234,1201.0
806_513,1,0.8193837721755372,amenity_distance_m,-0.0939492959495285,5885.873447216426,settlement_distance_m,-0.043727973804384535,504.0068847612029,near_settlement_1km,-0.03527458761282298,1.0,road_distance_m,0.034244706339412345,6.058570817257488,aspect_sin,0.02793951833606989,0.8792919374045267
811_512,1,0.8923058585858586,amenity_distance_m,-0.05998505050505076,5438.625224882192,elevation_m,0.03586199887069441,1044.0,settlement_distance_m,-0.03181913007627302,1000.862700940354,slope_deg,0.02630317306806662,46.58525085449219,elevation_std_m,0.025763492063491933,24.51051521301269
812_517,1,0.8872351613021633,amenity_distance_m,-0.0668348878938162,5545.647655631117,elevation_m,0.04798398268398263,1176.0,road_distance_m,0.030372079864579793,0.7897831612530527,settlement_distance_m,-0.019050216450216317,1048.5526483710178,aspect_sin,-0.017243939393939423,-0.9778024140661972
814_518,1,0.8812896112255585,elevation_m,0.127593861693862,1271.0,amenity_distance_m,-0.07855515016384584,5412.685188229583,slope_deg,0.03165533757023131,41.7542724609375,road_distance_m,-0.019266378066377987,71.64637478519647,elevation_std_m,0.016706349206348947,21.25738906860352
815_507,1,0.5207085886835138,slope_deg,-0.19648550663895514,10.931544303894045,elevation_std_m,-0.16250634736497616,6.036923408508301,road_density_500m_km_per_km2,0.059429365079365026,15.732315638809782,elevation_m,0.050779581529581674,1203.0,amenity_distance_m,-0.03382621243490802,4897.88769120368
830_286,0,0.031966273534516906,road_distance_m,-0.34512437071901675,2002.51440495969,near_road_250m,-0.10486430080141133,0.0,road_density_500m_km_per_km2,-0.043928051833224235,0.0,elevation_m,0.025092887867806987,1842.0,settlement_distance_m,-0.007010496065379922,5540.034528100818
858_291,0,0.07573702214517397,road_distance_m,-0.26582765778283,4786.618513490074,near_road_250m,-0.09036376940044522,0.0,elevation_m,0.06369855711338468,1477.0,settlement_distance_m,-0.03695320721896066,7376.951980969701,aspect_sin,0.03503809523809522,-0.8814801060316131
871_353,0,0.0054376713809956324,road_distance_m,-0.3666221611721611,2882.44326439351,near_road_250m,-0.11453106567904572,0.0,road_density_500m_km_per_km2,-0.04906883116883118,0.0,amenity_distance_m,-0.01148470009522641,5468.239248493087,elevation_std_m,-0.004757142857142857,20.186782836914062
875_51,0,0.11320086580086583,elevation_std_m,-0.3816744715095778,0.8314793705940247,slope_deg,-0.29141323121323115,1.372323989868164,elevation_m,-0.13463607503607503,132.0,road_distance_m,0.011174386724386781,24.91095621277937,settlement_distance_m,0.01056349206349208,3018.4624606660027
877_266,0,0.05966926316288248,road_distance_m,-0.3214041116933817,2219.4806998086947,near_road_250m,-0.08549093531567303,0.0,elevation_m,0.05062196510635788,1217.0,road_density_500m_km_per_km2,-0.03620627694144938,0.0,aspect_sin,0.03224617425917733,-0.9624497422952114
899_269,0,0.0440421744807611,road_distance_m,-0.3218916880054811,1072.7280195412384,near_road_250m,-0.030517939385049916,0.0,aspect_sin,0.02779935064935065,0.9984603731000776,elevation_m,0.026067995163257533,1031.0,road_density_500m_km_per_km2,-0.02116577300094538,0.0
913_280,0,0.04479814117311498,road_distance_m,-0.3757856242984238,739.6074001394956,near_road_250m,-0.08198351326912051,0.0,elevation_m,0.04134990552342877,1472.0,road_density_500m_km_per_km2,-0.018187579656998645,0.0,elevation_std_m,-0.014812454212454196,11.0799560546875
917_1139,0,0.046412534295858544,road_distance_m,-0.2749832900432899,1247.2725211838974,near_road_250m,-0.07392392282190288,0.0,aspect_sin,0.029947402597402594,-0.9778024140661972,amenity_distance_m,-0.01887793188624389,12359.718516215964,settlement_distance_m,0.012371688311688299,1296.4025683634875
918_987,0,0.08896671685802121,road_distance_m,-0.4918521026592452,170.54791644286112,elevation_m,-0.036565452847805824,4749.0,amenity_distance_m,-0.016050686519382212,7649.669034991937,road_density_500m_km_per_km2,0.005166666666666653,5.877087299074433,elevation_std_m,0.004214285714285698,14.429906845092772
937_490,0,0.04821581335396519,road_distance_m,-0.299083745947539,2393.6545274431046,near_road_250m,-0.06713051622849639,0.0,road_density_500m_km_per_km2,-0.04192939493456738,0.0,elevation_m,0.03956861816344574,1711.0,elevation_std_m,-0.022451129426129424,7.302967548370361
940_1007,0,0.0018891254824497331,road_distance_m,-0.20611695526695528,760.816757277898,near_road_250m,-0.04126232861900436,0.0,road_density_500m_km_per_km2,-0.017730075480075477,0.0,amenity_distance_m,-0.004,9938.933699874531,elevation_std_m,-0.0034047619047619044,8.495460510253906
953_463,0,0.09456146949655121,road_distance_m,-0.31767266584666165,744.7789846958849,near_road_250m,-0.10167376187174208,0.0,elevation_m,0.050411600997605034,1903.0,aspect_sin,0.048383177933177944,-0.9301553580111848,road_density_500m_km_per_km2,-0.021634368423787437,0.0
955_518,0,0.0025066468499711004,road_distance_m,-0.36218559218559204,2336.041264204297,near_road_250m,-0.09767789107587117,0.0,road_density_500m_km_per_km2,-0.019541125541125533,0.0,amenity_distance_m,-0.002142857142857143,7417.988388962653,aspect_cos,0.0014856095198560952,0.7337607693486927
965_975,0,0.0007432595523372276,road_distance_m,-0.3309196359196359,945.886893841742,near_road_250m,-0.09834318689116694,0.0,road_density_500m_km_per_km2,-0.029079116013362587,0.0,amenity_distance_m,-0.009122377622377623,7662.391831885387,slope_deg,-0.0044333333333333325,36.311134338378906
969_529,0,0.06587486849894615,road_distance_m,-0.3509368253968253,863.1673216871276,near_road_250m,-0.10012500507298529,0.0,aspect_sin,0.03430772005772003,-0.8778957112378469,settlement_distance_m,0.022589148629148605,1451.077374036041,elevation_std_m,0.019886111111111084,30.17423439025879
980_1051,0,0.021512058105382356,road_distance_m,-0.1827945526695527,353.4258677913147,near_road_250m,-0.03211858371656381,0.0,amenity_distance_m,-0.009749350649350653,9824.142104870893,settlement_distance_m,-0.006396825396825401,4031.080502283925,elevation_std_m,-0.004585714285714287,6.196375370025635
982_1047,0,0.12581570675701112,road_distance_m,-0.28266457431457426,94.09196599266612,amenity_distance_m,-0.043122677081372685,9397.461671742496,elevation_std_m,-0.03143052101562738,7.1922454833984375,slope_deg,-0.027203174603174646,16.708166122436523,elevation_m,-0.025751587301587303,4274.0
991_998,0,0.4975418552036197,elevation_m,-0.09248850574712653,4092.0,elevation_std_m,-0.047179942279942155,8.130114555358887,amenity_distance_m,-0.0418205627705629,5916.961301180313,settlement_distance_m,-0.021756600733011222,231.0157299397464,road_distance_m,-0.019823809523809688,64.00064270917271
993_1052,0,0.009876560269884522,road_distance_m,-0.2184542568542568,892.7376308229972,near_road_250m,-0.04760884345682352,0.0,settlement_distance_m,-0.012166666666666668,4119.718031346576,road_density_500m_km_per_km2,-0.011463852813852817,0.0,amenity_distance_m,-0.01012595704948646,9056.600061068357
1010_457,0,0.045311209756291486,road_distance_m,-0.3897536726176684,1232.1242556466975,near_road_250m,-0.09688790328588343,0.0,road_density_500m_km_per_km2,-0.039819289058708095,0.0,elevation_m,0.038556839092843145,1930.0,elevation_std_m,0.010401587301587294,15.080851554870604
1026_880,0,0.0018324236838742406,road_distance_m,-0.329409775817403,2373.209622866653,near_road_250m,-0.06295040502470786,0.0,road_density_500m_km_per_km2,-0.016119003903250474,0.0,elevation_m,-0.002666666666666666,4172.0,amenity_distance_m,-0.0019322033898305083,3768.419848676782
1057_918,0,0.004455059548383799,road_distance_m,-0.2841806859806861,2401.439790196825,near_road_250m,-0.04561312226979801,0.0,road_density_500m_km_per_km2,-0.017241269841269842,0.0,elevation_std_m,-0.004404761904761904,8.653836250305176,settlement_distance_m,-0.0026499999999999996,3386.576265040683
1100_1252,0,0.11790822510822517,slope_deg,-0.09223001443001445,3.876335859298706,elevation_std_m,-0.08519199134199128,1.9436506032943728,road_density_500m_km_per_km2,0.08000952380952386,47.09594940205015,road_distance_m,-0.07651190476190468,89.60265742081106,amenity_distance_m,-0.03119126984126984,12733.791613165757
1123_788,0,0.015203515962593638,road_distance_m,-0.2840922244422245,744.8202810226641,near_road_250m,-0.0731683170749928,0.0,road_density_500m_km_per_km2,-0.017621118455365042,0.0,elevation_m,-0.01105873015873016,4334.0,settlements_within_1km,0.0076166666666666666,2.0
1124_781,0,0.6940805833836522,amenity_distance_m,-0.060090281698977455,7233.538022047149,settlements_within_1km,-0.021914479964479927,2.0,aspect_cos,-0.021451984126984236,-0.9547003376088528,road_distance_m,0.02044581529581535,39.3988109659912,slope_deg,0.019601226551226536,53.798187255859375
1135_1482,0,6.220240552665621e-05,road_distance_m,-0.2418724497724498,3669.250765104764,near_road_250m,-0.05035249425047435,0.0,road_density_500m_km_per_km2,-0.013373665223665223,0.0,amenity_distance_m,-0.004666666666666666,35947.26713532283,elevation_std_m,-0.002928571428571429,10.593498229980469
1138_1485,0,6.220240552665621e-05,road_distance_m,-0.12271491008991016,3536.183363054185,near_road_250m,-0.024558843456823555,0.0,road_density_500m_km_per_km2,-0.008404617604617604,0.0,elevation_std_m,-0.0069500000000000004,4.52155351638794,slope_deg,-0.0038999999999999994,10.029293060302734
1139_1010,0,0.47269277746408156,elevation_m,-0.08201205461205485,4274.0,amenity_distance_m,-0.07850513171893403,9610.142054981605,road_distance_m,0.056833275613275336,13.522230322837846,settlement_distance_m,-0.03601558441558439,4286.023412037031,elevation_std_m,-0.03232142857142872,8.524474143981934
1140_819,0,0.3162812076812078,elevation_std_m,-0.15426785697962142,4.166296482086182,slope_deg,-0.09649855699855686,5.212227821350098,elevation_m,-0.08235437876299917,4205.0,road_distance_m,0.03784098124098134,35.624744298557765,settlements_within_1km,0.028003535353535336,2.0
1167_1471,0,2.1798365122615804e-05,road_distance_m,-0.09185910200910206,989.5921733856168,near_road_250m,-0.018852011158686902,0.0,road_density_500m_km_per_km2,-0.004978354978354977,0.0,elevation_std_m,-0.00495,3.0951972007751465,slope_deg,-0.0032,5.473633289337158
1169_1408,0,0.0014724588157830664,road_distance_m,-0.08755281385281391,554.2939464524402,near_road_250m,-0.019023439730115475,0.0,elevation_std_m,-0.006188095238095238,3.675074577331543,slope_deg,-0.0059,8.235328674316406,settlement_distance_m,-0.0024166666666666672,10550.802642246885
1170_1438,0,0.13063492063492063,road_distance_m,-0.21090227272727272,184.81351668687412,road_density_500m_km_per_km2,0.07049285714285716,36.06662539169875,slope_deg,-0.03356825396825397,15.609001159667969,amenity_distance_m,-0.033236324786324795,32455.893951866765,settlement_distance_m,-0.03180921325051761,10011.284458975177
1177_1024,0,0.12958398268398272,elevation_std_m,-0.17784321789321764,1.2862040996551514,slope_deg,-0.13019704184704192,2.169212579727173,elevation_m,-0.0312811688311688,4242.0,road_distance_m,-0.014974603174603168,66.24890711315463,aspect_sin,0.01318095238095239,0.8944273331984621
